Date,Close
02-05-2023,681.1817626953125
03-05-2023,681.9783325195312
04-05-2023,682.3767700195312
05-05-2023,671.3224487304688
08-05-2023,688.25244140625
09-05-2023,697.21533203125
10-05-2023,689.8956298828125
11-05-2023,703.7383422851562
12-05-2023,710.012451171875
15-05-2023,713.9959716796875
16-05-2023,725.896728515625
17-05-2023,727.838623046875
18-05-2023,744.5196533203125
19-05-2023,750.694091796875
22-05-2023,755.374755859375
23-05-2023,759.557373046875
24-05-2023,762.7443237304688
25-05-2023,766.727783203125
26-05-2023,774.9935302734375
29-05-2023,787.143310546875
30-05-2023,772.9520263671875
31-05-2023,773.6989135742188
01-06-2023,766.578369140625
02-06-2023,770.26318359375
05-06-2023,747.8558349609375
06-06-2023,748.8019409179688
07-06-2023,759.4080200195312
08-06-2023,752.28759765625
09-06-2023,759.1093139648438
12-06-2023,758.3126220703125
13-06-2023,760.6528930664062
14-06-2023,769.018310546875
15-06-2023,772.5038452148438
16-06-2023,775.5413208007812
19-06-2023,768.918701171875
20-06-2023,764.387451171875
21-06-2023,746.4616088867188
22-06-2023,737.7476196289062
23-06-2023,733.66455078125
26-06-2023,742.3287353515625
27-06-2023,746.7105102539062
28-06-2023,744.7188720703125
30-06-2023,750.5447998046875
03-07-2023,757.1175537109375
04-07-2023,773.9976806640625
05-07-2023,765.8812255859375
06-07-2023,786.5955200195312
07-07-2023,758.5117797851562
10-07-2023,760.6030883789062
11-07-2023,760.4038696289062
12-07-2023,767.5742797851562
13-07-2023,757.0677490234375
14-07-2023,779.0557861328125
17-07-2023,765.2945556640625
18-07-2023,767.7376708984375
19-07-2023,767.189208984375
20-07-2023,770.1807250976562
21-07-2023,765.1449584960938
24-07-2023,737.0740356445312
25-07-2023,729.24609375
26-07-2023,729.9441528320312
27-07-2023,727.1519775390625
28-07-2023,723.1632080078125
31-07-2023,727.8001098632812
01-08-2023,719.6232299804688
02-08-2023,723.8612670898438
03-08-2023,726.20458984375
04-08-2023,736.8247680664062
07-08-2023,723.9111328125
08-08-2023,718.7755737304688
09-08-2023,715.3851318359375
10-08-2023,699.9286499023438
11-08-2023,702.9700927734375
14-08-2023,704.6154174804688
16-08-2023,698.7319946289062
17-08-2023,696.4385375976562
18-08-2023,709.052978515625
21-08-2023,706.859130859375
22-08-2023,726.4539184570312
23-08-2023,729.1962280273438
24-08-2023,743.705322265625
25-08-2023,735.478515625
28-08-2023,736.7250366210938
29-08-2023,729.3956909179688
30-08-2023,726.9026489257812
31-08-2023,721.517822265625
01-09-2023,723.6119995117188
04-09-2023,714.6871337890625
05-09-2023,712.9420166015625
06-09-2023,717.32958984375
07-09-2023,723.312744140625
08-09-2023,732.8359985351562
11-09-2023,733.0353393554688
12-09-2023,716.4321899414062
13-09-2023,721.4180908203125
14-09-2023,736.6751708984375
15-09-2023,730.4427490234375
18-09-2023,727.0023803710938
20-09-2023,753.3283081054688
21-09-2023,740.5143432617188
22-09-2023,742.4588012695312
25-09-2023,740.2650146484375
26-09-2023,747.9932250976562
27-09-2023,743.6554565429688
28-09-2023,718.376708984375
29-09-2023,711.4960327148438
03-10-2023,702.8204956054688
04-10-2023,701.6238403320312
05-10-2023,712.3935546875
06-10-2023,711.5458984375
09-10-2023,709.0031127929688
10-10-2023,713.1913452148438
11-10-2023,713.73974609375
12-10-2023,714.2882080078125
13-10-2023,714.9363403320312
16-10-2023,707.3577270507812
17-10-2023,704.6154174804688
18-10-2023,702.4714965820312
19-10-2023,703.1695556640625
20-10-2023,697.8345336914062
23-10-2023,693.4967651367188
25-10-2023,704.2664184570312
26-10-2023,684.6217651367188
27-10-2023,688.1617431640625
30-10-2023,664.0796508789062
31-10-2023,667.2207641601562
01-11-2023,666.7720336914062
02-11-2023,664.8773803710938
03-11-2023,667.370361328125
06-11-2023,672.05712890625
07-11-2023,668.0185546875
08-11-2023,673.4531860351562
09-11-2023,688.6104736328125
10-11-2023,697.2861328125
13-11-2023,727.700439453125
15-11-2023,724.5093994140625
16-11-2023,727.5508422851562
17-11-2023,728.149169921875
20-11-2023,732.0880737304688
21-11-2023,717.7783813476562
22-11-2023,715.0858764648438
23-11-2023,717.27978515625
24-11-2023,720.1716918945312
28-11-2023,735.0796508789062
29-11-2023,746.1484985351562
30-11-2023,739.3177490234375
01-12-2023,740.3648071289062
04-12-2023,751.633056640625
05-12-2023,758.8128662109375
06-12-2023,745.4005737304688
07-12-2023,748.8907470703125
08-12-2023,738.4202270507812
11-12-2023,737.6723022460938
12-12-2023,739.3177490234375
13-12-2023,733.4342651367188
14-12-2023,757.865478515625
15-12-2023,756.1702270507812
18-12-2023,746.54736328125
19-12-2023,729.24609375
20-12-2023,757.9153442382812
21-12-2023,769.1337280273438
22-12-2023,763.3001708984375
26-12-2023,767.3886108398438
27-12-2023,772.4244384765625
28-12-2023,786.43505859375
29-12-2023,785.1885375976562
01-01-2024,783.7924194335938
02-01-2024,764.6961669921875
03-01-2024,768.1864013671875
04-01-2024,795.1105346679688
05-01-2024,798.8001708984375
08-01-2024,799.4483642578125
09-01-2024,775.1168823242188
10-01-2024,770.280517578125
11-01-2024,774.4188232421875
12-01-2024,786.1358642578125
15-01-2024,769.8816528320312
16-01-2024,773.3717651367188
17-01-2024,755.2727661132812
18-01-2024,732.0381469726562
19-01-2024,728.4981689453125
23-01-2024,714.4876708984375
24-01-2024,735.1793823242188
25-01-2024,705.8618774414062
29-01-2024,624.5908203125
30-01-2024,623.493896484375
31-01-2024,634.81201171875
01-02-2024,633.1666870117188
02-02-2024,627.2333984375
05-02-2024,620.8513793945312
06-02-2024,614.7685546875
07-02-2024,617.1618041992188
08-02-2024,593.9271240234375
09-02-2024,602.2039184570312
12-02-2024,593.02978515625
13-02-2024,592.1322631835938
14-02-2024,589.0908203125
15-02-2024,580.2656860351562
16-02-2024,580.1160888671875
19-02-2024,597.6666870117188
20-02-2024,597.4173583984375
21-02-2024,586.4981689453125
22-02-2024,590.8359375
23-02-2024,598.2650146484375
26-02-2024,584.5535888671875
27-02-2024,588.7418212890625
28-02-2024,569.5458984375
29-02-2024,568.24951171875
01-03-2024,573.9334716796875
04-03-2024,578.470703125
05-03-2024,570.1442260742188
06-03-2024,565.2081298828125
07-03-2024,569.6456298828125
11-03-2024,582.5592041015625
12-03-2024,574.43212890625
13-03-2024,575.27978515625
14-03-2024,582.3099365234375
15-03-2024,576.6259765625
18-03-2024,568.24951171875
19-03-2024,558.5767822265625
20-03-2024,558.3275146484375
21-03-2024,564.3604736328125
22-03-2024,562.6652221679688
26-03-2024,561.4187622070312
27-03-2024,559.9229736328125
28-03-2024,563.4131469726562
01-04-2024,587.6947631835938
02-04-2024,589.9384155273438
03-04-2024,603.3506469726562
04-04-2024,619.2060546875
05-04-2024,632.9672241210938
08-04-2024,632.11962890625
09-04-2024,630.4743041992188
10-04-2024,632.6680908203125
12-04-2024,636.9560546875
15-04-2024,630.5241088867188
16-04-2024,611.67724609375
18-04-2024,619.3555908203125
19-04-2024,612.9735717773438
22-04-2024,605.8934326171875
23-04-2024,607.7881469726562
24-04-2024,617.2116088867188
25-04-2024,607.1399536132812
26-04-2024,598.1154174804688
29-04-2024,636.1582641601562
30-04-2024,631.8204956054688
02-05-2024,643.487548828125
03-05-2024,643.1884155273438
06-05-2024,632.11962890625
07-05-2024,628.3801879882812
08-05-2024,623.0950317382812
09-05-2024,626.1864013671875
10-05-2024,633.3162231445312
13-05-2024,632.0697021484375
14-05-2024,636.9061889648438
15-05-2024,621.2003784179688
16-05-2024,619.904052734375
17-05-2024,622.596435546875
21-05-2024,613.7713012695312
22-05-2024,601.6055908203125
23-05-2024,617.710205078125
24-05-2024,618.9068603515625
27-05-2024,632.817626953125
28-05-2024,634.562744140625
29-05-2024,646.4791870117188
30-05-2024,636.8064575195312
31-05-2024,651.2656860351562
03-06-2024,642.73974609375
04-06-2024,626.9840698242188
05-06-2024,667.6694946289062
06-06-2024,658.6947631835938
07-06-2024,667.1210327148438
10-06-2024,667.56982421875
11-06-2024,669.7137451171875
12-06-2024,665.176513671875
13-06-2024,666.2734375
14-06-2024,659.392822265625
18-06-2024,662.6336669921875
19-06-2024,655.1048583984375
20-06-2024,664.8773803710938
21-06-2024,665.7249145507812
24-06-2024,677.591552734375
25-06-2024,680.2839965820312
26-06-2024,690.5051879882812
27-06-2024,664.2291870117188
28-06-2024,670.1624755859375
01-07-2024,671.9573974609375
02-07-2024,671.408935546875
03-07-2024,664.3787841796875
04-07-2024,671.5585327148438
05-07-2024,670.7108764648438
08-07-2024,640.8949584960938
09-07-2024,638.2523193359375
10-07-2024,628.1807250976562
11-07-2024,631.62109375
12-07-2024,643.0070190429688
15-07-2024,640.0606079101562
16-07-2024,633.6685180664062
18-07-2024,632.270263671875
19-07-2024,632.8695678710938
22-07-2024,654.5927734375
23-07-2024,655.441650390625
24-07-2024,658.7376098632812
25-07-2024,630.8720092773438
26-07-2024,649.598876953125
29-07-2024,649.2493286132812
30-07-2024,650.6475830078125
31-07-2024,645.2542114257812
01-08-2024,643.9558715820312
02-08-2024,636.8146362304688
05-08-2024,631.2215576171875
06-08-2024,635.1167602539062
07-08-2024,630.0729370117188
08-08-2024,625.3287963867188
09-08-2024,625.1790161132812
12-08-2024,608.9989624023438
13-08-2024,611.1962280273438
14-08-2024,602.3071899414062
16-08-2024,612.4447021484375
19-08-2024,614.4921875
20-08-2024,620.3849487304688
21-08-2024,624.429931640625
22-08-2024,632.619873046875
23-08-2024,625.0291748046875
26-08-2024,632.6697998046875
27-08-2024,634.3176879882812
28-08-2024,631.7708740234375
29-08-2024,639.5612182617188
30-08-2024,687.8517456054688
02-09-2024,679.96142578125
03-09-2024,673.4194946289062
04-09-2024,686.9028930664062
05-09-2024,702.0342407226562
06-09-2024,702.1340942382812
09-09-2024,713.3203125
10-09-2024,717.3153686523438
11-09-2024,721.3604125976562
12-09-2024,719.612548828125
13-09-2024,722.0095825195312
16-09-2024,718.064453125
17-09-2024,718.5638427734375
18-09-2024,723.35791015625
19-09-2024,751.5731201171875
20-09-2024,730.3992309570312
23-09-2024,734.84375
24-09-2024,735.293212890625
25-09-2024,730.4991455078125
26-09-2024,735.0435180664062
27-09-2024,730.199462890625
30-09-2024,739.2882690429688
01-10-2024,731.7975463867188
03-10-2024,730.7987670898438
04-10-2024,718.064453125
07-10-2024,732.09716796875
08-10-2024,726.4541015625
09-10-2024,704.4312744140625
10-10-2024,699.087890625
11-10-2024,689.5496215820312
14-10-2024,700.1365356445312
15-10-2024,694.9429321289062
16-10-2024,695.5921630859375
17-10-2024,686.1038818359375
18-10-2024,682.8079223632812
21-10-2024,664.0310668945312
22-10-2024,637.7135620117188
23-10-2024,651.246826171875
24-10-2024,644.854736328125
25-10-2024,603.7554321289062
28-10-2024,619.236328125
29-10-2024,620.7344970703125
30-10-2024,608.6494140625
31-10-2024,611.6956176757812
01-11-2024,616.5895385742188
04-11-2024,624.6796264648438
05-11-2024,613.0439453125
06-11-2024,609.0488891601562
07-11-2024,601.55810546875
08-11-2024,579.934814453125
11-11-2024,575.3404541015625
12-11-2024,578.5364990234375
13-11-2024,560.1092529296875
14-11-2024,573.193115234375
18-11-2024,578.2868041992188
19-11-2024,590.2720336914062
21-11-2024,593.1685180664062
22-11-2024,594.9662475585938
25-11-2024,595.5654907226562
26-11-2024,590.8712768554688
27-11-2024,589.073486328125
28-11-2024,585.0784301757812
29-11-2024,582.6314697265625
02-12-2024,580.8836059570312
03-12-2024,594.1173095703125
04-12-2024,594.9163208007812
05-12-2024,597.0137329101562
06-12-2024,586.676513671875
09-12-2024,580.484130859375
10-12-2024,590.5716552734375
11-12-2024,589.3731079101562
12-12-2024,590.3219604492188
13-12-2024,583.8299560546875
16-12-2024,577.4379272460938
17-12-2024,562.4563598632812
18-12-2024,557.6622314453125
19-12-2024,548.024169921875
20-12-2024,536.9378051757812
23-12-2024,548.5235595703125
24-12-2024,555.4650268554688
26-12-2024,547.6246337890625
27-12-2024,551.5198364257812
30-12-2024,576.4890747070312
31-12-2024,558.4113159179688
01-01-2025,567.8496704101562
02-01-2025,570.2966918945312
03-01-2025,572.843505859375
06-01-2025,559.5599365234375
07-01-2025,567.2005004882812
08-01-2025,565.7523193359375
09-01-2025,569.3478393554688
10-01-2025,574.4415893554688
13-01-2025,559.60986328125
14-01-2025,574.3916015625
15-01-2025,586.22705078125
16-01-2025,602.6567993164062
17-01-2025,596.8638916015625
20-01-2025,605.2536010742188
21-01-2025,605.9526977539062
22-01-2025,603.6555786132812
23-01-2025,581.6826782226562
24-01-2025,593.9176025390625
27-01-2025,562.7559814453125
28-01-2025,587.9749145507812
29-01-2025,595.2159423828125
30-01-2025,595.4157104492188
31-01-2025,600.2097778320312
01-02-2025,600.3096313476562
03-02-2025,608.1500244140625
04-02-2025,599.1111450195312
05-02-2025,594.8663330078125
06-02-2025,585.5278930664062
07-02-2025,591.3706665039062
10-02-2025,579.035888671875
11-02-2025,569.9970703125
12-02-2025,553.7171630859375
13-02-2025,552.3687744140625
14-02-2025,534.2411499023438
17-02-2025,521.406982421875
18-02-2025,501.7811584472656
19-02-2025,525.0025634765625
20-02-2025,534.3909301757812
21-02-2025,536.9378051757812
24-02-2025,532.343505859375
25-02-2025,523.604248046875
27-02-2025,556.0142822265625
28-02-2025,565.0032348632812
03-03-2025,556.9131469726562
04-03-2025,547.674560546875
05-03-2025,545.7769165039062
06-03-2025,552.5186157226562
07-03-2025,543.6295776367188
10-03-2025,538.186279296875
11-03-2025,521.4569091796875
12-03-2025,506.5752868652344
13-03-2025,502.2306213378906
17-03-2025,491.1942138671875
18-03-2025,491.1942138671875
19-03-2025,525.15234375
20-03-2025,524.60302734375
21-03-2025,542.1314086914062
24-03-2025,549.3724975585938
25-03-2025,557.2128295898438
26-03-2025,573.0432739257812
27-03-2025,553.7171630859375
28-03-2025,533.9414672851562
01-04-2025,529.247314453125
02-04-2025,538.8355102539062
03-04-2025,562.7559814453125
04-04-2025,551.419921875
07-04-2025,541.0327758789062
08-04-2025,544.9279174804688
09-04-2025,553.6172485351562
11-04-2025,556.4137573242188
15-04-2025,575.29052734375
16-04-2025,581.6326904296875
17-04-2025,585.8275146484375
21-04-2025,622.8318481445312
22-04-2025,613.0439453125
23-04-2025,664.63037109375
24-04-2025,680.2111206054688
25-04-2025,674.3184204101562
28-04-2025,687.5521240234375
29-04-2025,705.1802978515625
30-04-2025,677.7640991210938
02-05-2025,679.6118774414062
05-05-2025,677.7640991210938
06-05-2025,670.922607421875
07-05-2025,686.7530517578125
08-05-2025,688.1513671875
09-05-2025,686.15380859375
