Ticker,Momentum,Rank_Mom,Group_Rank_1_to_100,Score,FIP,Close,Positive,Negative
GUJGASLTD,-8.006285874142005,272.0,55,46,12.903225806451623,407.4,43.54838709677419,56.451612903225815
MANKIND,-8.09994183142001,273.0,55,46,9.677419354838712,2247.6,45.16129032258064,54.83870967741935
NAVA,-8.114374480976661,274.0,55,46,11.29032258064516,595.6,44.354838709677416,55.64516129032258
HAL,-8.115708122452714,275.0,55,46,-3.225806451612897,3913.2,51.61290322580645,48.38709677419355
HDFCLIFE,-8.26857341408951,276.0,56,45,8.064516129032256,715.3,45.96774193548387,54.03225806451613
ZFCVINDIA,-8.314243090928464,277.0,56,45,12.903225806451623,15164.0,43.54838709677419,56.451612903225815
INDGN,-8.370591500699165,278.0,56,45,8.064516129032256,496.3,45.96774193548387,54.03225806451613
CDSL,-8.424484951432277,279.0,56,45,11.29032258064516,1272.2,44.354838709677416,55.64516129032258
CONCOR,-8.496544378305227,280.0,56,45,1.6129032258064484,495.65,48.38709677419355,50.0
COCHINSHIP,-8.580273867536835,281.0,57,44,12.903225806451623,1491.7,43.54838709677419,56.451612903225815
IRCON,-8.596017902901753,282.0,57,44,17.741935483870968,143.61,41.12903225806452,58.87096774193549
HFCL,-8.623002000846858,283.0,57,44,11.29032258064516,68.51,44.354838709677416,55.64516129032258
LLOYDSME,-8.62697966381063,284.0,57,44,25.80645161290323,1233.0,37.096774193548384,62.903225806451616
JBMA,-8.694164192410646,285.0,57,44,19.354838709677423,551.35,40.32258064516129,59.67741935483871
ZENTEC,-8.720387050797385,286.0,58,43,4.838709677419345,1359.9,47.58064516129033,52.41935483870967
VGUARD,-8.765196533367947,287.0,58,43,12.903225806451623,313.2,43.54838709677419,56.451612903225815
GLAXO,-8.855879656379894,288.0,58,43,9.677419354838712,2571.6,45.16129032258064,54.83870967741935
BDL,-8.99910856050371,289.0,58,43,9.677419354838712,1265.2,45.16129032258064,54.83870967741935
HAVELLS,-9.037733284375582,290.0,58,43,6.451612903225801,1397.1,46.774193548387096,53.2258064516129
IGIL,-9.280910324522672,291.0,59,42,12.903225806451623,330.0,43.54838709677419,56.451612903225815
BAYERCROP,-9.375042318597215,292.0,59,42,11.29032258064516,4672.4,44.354838709677416,55.64516129032258
UBL,-9.441035922805362,293.0,59,42,12.096774193548384,1605.0,43.54838709677419,55.64516129032258
TBOTEK,-9.589518830221689,294.0,59,42,1.6129032258064484,1225.8,49.193548387096776,50.806451612903224
BEML,-9.605154885910206,295.0,59,42,11.29032258064516,1681.0,44.354838709677416,55.64516129032258
UPL,-9.63431530001635,296.0,60,41,-5.6451612903225765,637.4,52.41935483870967,46.774193548387096
JYOTICNC,-9.731797296545963,297.0,60,41,12.096774193548384,820.45,43.54838709677419,55.64516129032258
SARDAEN,-9.79514033589176,298.0,60,41,-3.225806451612897,551.6,51.61290322580645,48.38709677419355
SIGNATURE,-9.8205511687828,299.0,60,41,4.838709677419345,989.8,47.58064516129033,52.41935483870967
CAMS,-9.993698152396636,300.0,60,41,8.870967741935488,677.6,45.16129032258064,54.03225806451613
VBL,-10.120719234055231,301.0,61,40,4.838709677419345,451.4,47.58064516129033,52.41935483870967
NEULANDLAB,-10.336368299609989,302.0,61,40,22.58064516129032,12825.0,38.70967741935484,61.29032258064516
BOSCHLTD,-10.38828424070266,303.0,61,40,16.12903225806452,36425.0,41.935483870967744,58.06451612903226
ITC,-10.42936192998627,304.0,61,40,13.709677419354847,313.6,42.74193548387097,56.451612903225815
SAGILITY,-10.625558069196995,305.0,61,40,4.838709677419352,39.55,46.774193548387096,51.61290322580645
SHREECEM,-10.668586881698017,306.0,62,39,1.6129032258064484,26075.0,48.38709677419355,50.0
UNOMINDA,-10.807267355844253,307.0,62,39,4.032258064516121,1188.5,47.58064516129033,51.61290322580645
TECHM,-10.843368299879163,308.0,62,39,-6.451612903225801,1357.8,52.41935483870967,45.96774193548387
WAAREEENER,-10.854198680806649,309.0,62,39,6.451612903225801,2709.3,46.774193548387096,53.2258064516129
IRFC,-10.917659724896566,310.0,62,39,8.064516129032256,103.55,45.96774193548387,54.03225806451613
AMBUJACEM,-10.932348543481208,311.0,63,38,3.225806451612897,500.4,48.38709677419355,51.61290322580645
BHARTIHEXA,-11.052774288256629,312.0,63,38,-1.6129032258064484,1606.9,50.806451612903224,49.193548387096776
GODREJPROP,-11.0935217471686,313.0,63,38,-3.225806451612897,1731.0,50.806451612903224,47.58064516129033
ACC,-11.332093927613007,314.0,63,38,8.064516129032256,1592.4,45.96774193548387,54.03225806451613
MAHSEAMLES,-11.414235357659507,315.0,63,38,3.225806451612897,562.0,48.38709677419355,51.61290322580645
PVRINOX,-11.58490805609751,316.0,64,37,11.29032258064516,1022.2,44.354838709677416,55.64516129032258
JWL,-11.67824617674893,317.0,64,37,25.0,267.2,37.096774193548384,62.096774193548384
HINDUNILVR,-11.679614477065947,318.0,64,37,4.838709677419345,2338.1,47.58064516129033,52.41935483870967
SRF,-11.779419328170471,319.0,64,37,3.225806451612897,2562.2,48.38709677419355,51.61290322580645
HYUNDAI,-12.036951106953019,320.0,64,37,1.6129032258064484,2165.4,49.193548387096776,50.806451612903224
FINPIPE,-12.13951732499925,321.0,65,36,8.064516129032256,185.25,45.96774193548387,54.03225806451613
MAZDOCK,-12.346727355698018,322.0,65,36,9.677419354838712,2224.9,45.16129032258064,54.83870967741935
HOMEFIRST,-12.402534424671085,323.0,65,36,9.677419354838712,1083.1,45.16129032258064,54.83870967741935
INDHOTEL,-12.438943562234062,324.0,65,36,-6.451612903225801,667.05,52.41935483870967,45.96774193548387
ENDURANCE,-12.705609985604372,325.0,65,36,3.225806451612897,2661.7,48.38709677419355,51.61290322580645
PATANJALI,-12.740262672486946,326.0,66,35,-4.838709677419345,508.0,52.41935483870967,47.58064516129033
GILLETTE,-12.742880803500235,327.0,66,35,30.64516129032257,8342.5,34.67741935483871,65.32258064516128
BALRAMCHIN,-13.091112721763665,328.0,66,35,11.29032258064516,470.6,44.354838709677416,55.64516129032258
AAVAS,-13.230107087775789,329.0,66,35,9.677419354838712,1285.6,45.16129032258064,54.83870967741935
GODREJAGRO,-13.23189079602274,330.0,66,35,20.967741935483872,640.25,39.516129032258064,60.483870967741936
TIINDIA,-13.34574858688139,331.0,67,34,11.29032258064516,2753.4,44.354838709677416,55.64516129032258
KFINTECH,-13.500673786559314,332.0,67,34,9.677419354838712,956.7,45.16129032258064,54.83870967741935
METROPOLIS,-13.984216086463974,333.0,67,34,8.870967741935488,475.95,45.16129032258064,54.03225806451613
DALBHARAT,-14.072522657641562,334.0,67,34,18.5483870967742,1993.0,40.32258064516129,58.87096774193549
RITES,-14.091072857882692,335.0,67,34,12.096774193548384,213.91,43.54838709677419,55.64516129032258
IREDA,-14.137174055270618,336.0,68,33,17.741935483870968,122.25,41.12903225806452,58.87096774193549
CARBORUNIV,-14.147953349491216,337.0,68,33,19.354838709677423,823.25,40.32258064516129,59.67741935483871
ACMESOLAR,-14.164606319330563,338.0,68,33,14.516129032258071,236.0,42.74193548387097,57.25806451612904
DMART,-14.415567787622319,339.0,68,33,3.225806451612897,3847.6,48.38709677419355,51.61290322580645
CRISIL,-14.57094637135057,340.0,68,33,14.516129032258071,4376.4,42.74193548387097,57.25806451612904
HBLENGINE,-14.593861484381932,341.0,69,32,0.0,684.75,50.0,50.0
CHAMBLFERT,-14.66901940415266,342.0,69,32,12.096774193548384,461.25,43.54838709677419,55.64516129032258
CGCL,-14.733743718169379,343.0,69,32,8.064516129032256,159.68,45.96774193548387,54.03225806451613
NTPCGREEN,-14.845257249113942,344.0,69,32,9.677419354838712,90.14,45.16129032258064,54.83870967741935
TITAGARH,-14.861255806081196,345.0,69,32,12.903225806451623,700.95,43.54838709677419,56.451612903225815
JSWINFRA,-14.88436077530394,346.0,70,31,8.064516129032256,254.8,45.96774193548387,54.03225806451613
IKS,-14.921793078019164,347.0,70,31,8.064516129032256,1375.8,45.96774193548387,54.03225806451613
SWANCORP,-14.92351105507762,348.0,70,31,17.741935483870968,382.4,41.12903225806452,58.87096774193549
JKCEMENT,-14.931867014932788,349.0,70,31,16.12903225806452,5656.0,41.935483870967744,58.06451612903226
KANSAINER,-14.960291293522598,350.0,70,31,20.967741935483872,203.51,39.516129032258064,60.483870967741936
HUDCO,-15.018340080380298,351.0,71,30,0.0,186.75,50.0,50.0
TMPV,-15.196602368765156,352.0,71,30,18.5483870967742,382.65,40.32258064516129,58.87096774193549
DCMSHRIRAM,-15.231195765574002,353.0,71,30,19.354838709677423,1037.2,40.32258064516129,59.67741935483871
INDIGO,-15.257532054472678,354.0,71,30,3.225806451612897,4827.2,48.38709677419355,51.61290322580645
PAYTM,-15.283560532545849,355.0,71,30,6.451612903225801,1098.3,46.774193548387096,53.2258064516129
PCBL,-15.335926681952106,356.0,72,29,29.032258064516128,309.4,35.483870967741936,64.51612903225806
INFY,-15.38979100705793,357.0,72,29,10.483870967741936,1300.1,44.354838709677416,54.83870967741935
CIPLA,-15.449690178689545,358.0,72,29,-1.6129032258064484,1348.2,50.806451612903224,49.193548387096776
RENUKA,-15.468006652913646,359.0,72,29,16.935483870967744,24.31,41.12903225806452,58.06451612903226
ESCORTS,-15.633295054191155,360.0,72,29,17.741935483870968,3518.6,41.12903225806452,58.87096774193549
LODHA,-15.671928041655303,361.0,73,28,10.483870967741936,988.25,44.354838709677416,54.83870967741935
GNFC,-15.718329203649562,362.0,73,28,17.741935483870968,454.9,41.12903225806452,58.87096774193549
TATAELXSI,-15.901353312391253,363.0,73,28,9.677419354838712,4513.0,45.16129032258064,54.83870967741935
ABBOTINDIA,-15.958825540331645,364.0,73,28,11.29032258064516,26530.0,42.74193548387097,54.03225806451613
TATATECH,-16.006782563167434,365.0,73,28,7.258064516129025,585.45,45.96774193548387,53.2258064516129
IEX,-16.07593825428353,366.0,74,27,8.870967741935488,125.64,45.16129032258064,54.03225806451613
ALOKINDS,-16.131058209064907,367.0,74,27,28.225806451612904,14.3,34.67741935483871,62.903225806451616
SUPREMEIND,-16.251027551977902,368.0,74,27,16.12903225806452,3975.2,41.935483870967744,58.06451612903226
JIOFIN,-16.346262229448485,369.0,74,27,8.87096774193548,255.4,44.354838709677416,53.2258064516129
PERSISTENT,-16.521968644926243,370.0,74,27,4.838709677419345,4733.0,47.58064516129033,52.41935483870967
BERGEPAINT,-16.72035933201923,371.0,75,26,14.516129032258071,456.1,42.74193548387097,57.25806451612904
EIDPARRY,-16.899846076934445,372.0,75,26,12.903225806451623,865.2,43.54838709677419,56.451612903225815
TCS,-16.992749192147073,373.0,75,26,4.838709677419345,2637.4,47.58064516129033,52.41935483870967
FACT,-17.04061059188978,374.0,75,26,19.354838709677423,743.45,40.32258064516129,59.67741935483871
MOTILALOFS,-17.072131221190045,375.0,75,26,19.354838709677423,725.15,40.32258064516129,59.67741935483871
PRESTIGE,-17.087548421367416,376.0,76,25,4.838709677419345,1393.0,47.58064516129033,52.41935483870967
SUNDRMFAST,-17.097889337340135,377.0,76,25,16.12903225806452,873.15,41.935483870967744,58.06451612903226
VMM,-17.141486407880425,378.0,76,25,16.935483870967744,117.78,41.12903225806452,58.06451612903226
BIKAJI,-17.169409728687423,379.0,76,25,14.516129032258071,638.15,42.74193548387097,57.25806451612904
PPLPHARMA,-17.246344897099398,380.0,76,25,9.677419354838712,156.13,45.16129032258064,54.83870967741935
SKFINDIA,-17.372907098908286,381.0,77,24,22.58064516129032,1737.5,38.70967741935484,61.29032258064516
RCF,-17.390209404547875,382.0,77,24,11.29032258064516,126.78,44.354838709677416,55.64516129032258
IGL,-17.46317636637704,383.0,77,24,16.12903225806452,170.86,41.935483870967744,58.06451612903226
SBFC,-17.473948819652374,384.0,77,24,2.4193548387096726,93.09,48.38709677419355,50.806451612903224
ARE&M,-17.565365863412687,385.0,77,24,5.6451612903225765,844.95,46.774193548387096,52.41935483870967
POLICYBZR,-17.61445596393901,386.0,78,23,8.064516129032256,1481.6,45.96774193548387,54.03225806451613
JUBLFOOD,-17.680383718982885,387.0,78,23,13.709677419354847,519.9,42.74193548387097,56.451612903225815
ATGL,-17.78869141500016,388.0,78,23,19.354838709677423,512.0,40.32258064516129,59.67741935483871
IRCTC,-17.92086308345391,389.0,78,23,3.225806451612897,569.55,48.38709677419355,51.61290322580645
PIIND,-18.148325553215027,390.0,78,23,6.451612903225801,3117.3,46.774193548387096,53.2258064516129
EMAMILTD,-18.234925912797873,391.0,79,22,17.741935483870968,462.6,41.12903225806452,58.87096774193549
LTTS,-18.2469524983113,392.0,79,22,3.225806451612897,3512.4,48.38709677419355,51.61290322580645
RAYMONDLSL,-18.303686304153487,393.0,79,22,20.967741935483872,880.6,39.516129032258064,60.483870967741936
DLF,-18.879675834944585,394.0,79,22,3.225806451612897,603.85,48.38709677419355,51.61290322580645
HONAUT,-19.09260652066812,395.0,79,22,20.161290322580648,30975.0,39.516129032258064,59.67741935483871
ACE,-19.125790851163448,396.0,80,21,9.677419354838712,884.7,45.16129032258064,54.83870967741935
RAINBOW,-19.291838729586054,397.0,80,21,14.516129032258071,1189.7,42.74193548387097,57.25806451612904
JPPOWER,-19.342134984846837,398.0,80,21,29.032258064516128,15.25,35.483870967741936,64.51612903225806
KIRLOSBROS,-19.511806342131898,399.0,80,21,19.354838709677423,1582.8,40.32258064516129,59.67741935483871
INDIAMART,-19.637187853863114,400.0,80,21,13.709677419354847,2132.0,42.74193548387097,56.451612903225815
JUBLINGREA,-19.66873519519352,401.0,81,20,14.516129032258071,585.4,42.74193548387097,57.25806451612904
AIIL,-19.82706223434567,402.0,81,20,22.58064516129032,481.85,38.70967741935484,61.29032258064516
TATACHEM,-19.852776430267948,403.0,81,20,24.19354838709677,717.4,37.903225806451616,62.096774193548384
EXIDEIND,-20.20835290490588,404.0,81,20,14.516129032258071,334.3,42.74193548387097,57.25806451612904
CHOLAHLDNG,-20.260020223672537,405.0,81,20,12.903225806451623,1634.1,43.54838709677419,56.451612903225815
APTUS,-20.289456185135958,406.0,82,19,19.354838709677423,244.0,40.32258064516129,59.67741935483871
OFSS,-20.545560156879272,407.0,82,19,14.516129032258071,6932.0,42.74193548387097,57.25806451612904
KAJARIACER,-20.592273778540694,408.0,82,19,14.516129032258071,957.1,42.74193548387097,57.25806451612904
NIACL,-20.711681225737323,409.0,82,19,16.935483870967744,147.3,41.12903225806452,58.06451612903226
WHIRLPOOL,-20.743015249403285,410.0,82,19,9.677419354838712,921.85,45.16129032258064,54.83870967741935
ABFRL,-20.767490731453954,411.0,83,18,20.967741935483872,66.93,39.516129032258064,60.483870967741936
MEDANTA,-20.822463755361987,412.0,83,18,9.677419354838712,1138.8,45.16129032258064,54.83870967741935
PRAJIND,-20.89952526726172,413.0,83,18,22.58064516129032,317.95,38.70967741935484,61.29032258064516
ZEEL,-21.33646077013521,414.0,83,18,11.29032258064516,87.45,44.354838709677416,55.64516129032258
LALPATHLAB,-21.47258224861499,415.0,83,18,19.354838709677423,1399.9,40.32258064516129,59.67741935483871
SJVN,-21.509525076592016,416.0,84,17,22.58064516129032,73.03,38.70967741935484,61.29032258064516
CAPLIPOINT,-21.82783424520054,417.0,84,17,8.064516129032256,1700.1,45.96774193548387,54.03225806451613
FIVESTAR,-22.30809648515175,418.0,84,17,18.5483870967742,417.15,40.32258064516129,58.87096774193549
ELECON,-22.345198434420777,419.0,84,17,14.516129032258071,415.85,42.74193548387097,57.25806451612904
GODREJIND,-22.367475278672877,420.0,84,17,-0.8064516129032242,993.05,50.0,49.193548387096776
AWL,-22.394433081803232,421.0,85,16,25.0,189.1,37.096774193548384,62.096774193548384
CERA,-22.484951754780635,422.0,85,16,14.516129032258071,4886.4,42.74193548387097,57.25806451612904
LATENTVIEW,-22.704525631142147,423.0,85,16,16.935483870967744,337.2,41.12903225806452,58.06451612903226
WOCKPHARMA,-22.914499451843596,424.0,85,16,19.354838709677423,1361.9,40.32258064516129,59.67741935483871
DEEPAKFERT,-23.18491848150782,425.0,85,16,14.516129032258071,996.0,42.74193548387097,57.25806451612904
JUBLPHARMA,-23.185873800478873,426.0,86,15,16.12903225806452,866.3,41.935483870967744,58.06451612903226
SUZLON,-23.257633206045835,427.0,86,15,16.12903225806452,42.67,41.12903225806452,57.25806451612904
JYOTHYLAB,-23.27645625239153,428.0,86,15,17.741935483870968,253.46,41.12903225806452,58.87096774193549
WIPRO,-23.277777741283888,429.0,86,15,4.838709677419345,200.96,47.58064516129033,52.41935483870967
ABREL,-23.658987622113713,430.0,86,15,22.58064516129032,1290.2,38.70967741935484,61.29032258064516
CROMPTON,-23.680568010125736,431.0,87,14,27.41935483870968,257.85,36.29032258064516,63.70967741935484
TECHNOE,-23.801052537712152,432.0,87,14,12.903225806451623,1173.2,43.54838709677419,56.451612903225815
BAJAJHFL,-23.86926555262382,433.0,87,14,29.838709677419352,87.04,34.67741935483871,64.51612903225806
KALYANKJIL,-24.017232782210584,434.0,87,14,12.903225806451623,410.1,43.54838709677419,56.451612903225815
EIHOTEL,-24.026252703942664,435.0,87,14,17.741935483870968,313.55,41.12903225806452,58.87096774193549
CHALET,-24.112479114788954,436.0,88,13,14.516129032258071,808.1,42.74193548387097,57.25806451612904
KEC,-24.194657154662668,437.0,88,13,17.741935483870968,585.3,41.12903225806452,58.87096774193549
UTIAMC,-24.297527077208937,438.0,88,13,9.677419354838712,987.3,45.16129032258064,54.83870967741935
PREMIERENE,-24.55590487744843,439.0,88,13,12.903225806451623,731.0,43.54838709677419,56.451612903225815
MPHASIS,-24.877584611664073,440.0,88,13,1.6129032258064484,2296.5,49.193548387096776,50.806451612903224
SONATSOFTW,-25.053329636619537,441.0,89,12,8.064516129032256,268.2,45.96774193548387,54.03225806451613
ERIS,-25.12493713284374,442.0,89,12,19.354838709677423,1358.3,40.32258064516129,59.67741935483871
BRIGADE,-25.35944233618659,443.0,89,12,22.58064516129032,694.05,38.70967741935484,61.29032258064516
GODFRYPHLP,-25.797852150030444,444.0,89,12,17.741935483870968,2115.4,41.12903225806452,58.87096774193549
CYIENT,-25.803385219684117,445.0,89,12,16.12903225806452,914.7,41.935483870967744,58.06451612903226
ETERNAL,-26.01113903910761,446.0,90,11,0.8064516129032242,246.3,49.193548387096776,50.0
ZENSARTECH,-26.14259942913315,447.0,90,11,8.064516129032256,564.75,45.96774193548387,54.03225806451613
CONCORDBIO,-26.32161139575454,448.0,90,11,16.12903225806452,1220.6,41.935483870967744,58.06451612903226
APLLTD,-26.56011194184441,449.0,90,11,16.12903225806452,711.2,41.935483870967744,58.06451612903226
TEJASNET,-26.68364289867369,450.0,90,11,27.41935483870968,435.85,36.29032258064516,63.70967741935484
PAGEIND,-26.96585270637786,451.0,91,10,24.19354838709677,32110.0,37.903225806451616,62.096774193548384
ALKYLAMINE,-27.09459982221567,452.0,91,10,28.225806451612904,1484.3,35.483870967741936,63.70967741935484
TTML,-27.432871523977198,453.0,91,10,34.67741935483871,41.59,32.25806451612903,66.93548387096774
DEVYANI,-27.82107009672494,454.0,91,10,20.967741935483872,127.44,39.516129032258064,60.483870967741936
BASF,-27.88174553414332,455.0,91,10,30.64516129032257,3452.1,34.67741935483871,65.32258064516128
NAUKRI,-28.17533332094566,456.0,92,9,20.967741935483872,1029.6,39.516129032258064,60.483870967741936
BLS,-28.519852898815557,457.0,92,9,26.612903225806456,278.7,36.29032258064516,62.903225806451616
KNRCON,-28.70023547548277,458.0,92,9,29.032258064516128,132.73,35.483870967741936,64.51612903225806
WESTLIFE,-29.084794019300396,459.0,92,9,24.19354838709677,494.85,37.903225806451616,62.096774193548384
NCC,-29.244902922605288,460.0,92,9,10.483870967741936,152.64,44.354838709677416,54.83870967741935
INTELLECT,-29.26676105639793,461.0,93,8,12.903225806451623,697.6,43.54838709677419,56.451612903225815
DBREALTY,-29.377030931142777,462.0,93,8,24.19354838709677,113.78,37.903225806451616,62.096774193548384
BATAINDIA,-29.531286127347222,463.0,93,8,27.41935483870968,789.0,36.29032258064516,63.70967741935484
TRENT,-29.702041615295403,464.0,93,8,14.516129032258071,3899.5,42.74193548387097,57.25806451612904
AFFLE,-30.174343757622303,465.0,93,8,13.709677419354847,1377.2,42.74193548387097,56.451612903225815
TANLA,-30.42978485830008,466.0,94,7,17.741935483870968,455.0,41.12903225806452,58.87096774193549
JUSTDIAL,-30.588182092709694,467.0,94,7,30.64516129032257,550.15,34.67741935483871,65.32258064516128
SWIGGY,-31.13658070015487,468.0,94,7,17.741935483870968,301.75,41.12903225806452,58.87096774193549
SAREGAMA,-31.655719324175568,469.0,94,7,22.58064516129032,333.0,38.70967741935484,61.29032258064516
ECLERX,-32.603634118040326,470.0,94,7,9.677419354838712,1586.2,45.16129032258064,54.83870967741935
JMFINANCIL,-32.97652384940237,471.0,95,6,16.12903225806452,127.74,41.935483870967744,58.06451612903226
INOXWIND,-33.036067900522944,472.0,95,6,15.322580645161295,92.13,41.935483870967744,57.25806451612904
CLEAN,-33.11037816985264,473.0,95,6,20.967741935483872,735.15,39.516129032258064,60.483870967741936
COFORGE,-33.397123687431716,474.0,95,6,6.451612903225801,1185.8,46.774193548387096,53.2258064516129
AFCONS,-33.68413762262746,475.0,95,6,19.354838709677423,292.15,40.32258064516129,59.67741935483871
SYNGENE,-33.71558718619401,476.0,96,5,11.29032258064516,422.2,44.354838709677416,55.64516129032258
SUMICHEM,-33.72404407706492,477.0,96,5,16.935483870967744,401.15,41.12903225806452,58.06451612903226
SWSOLAR,-33.912814608686936,478.0,96,5,16.12903225806452,197.99,41.935483870967744,58.06451612903226
MAPMYINDIA,-34.0332795882169,479.0,96,5,15.322580645161295,1034.1,41.935483870967744,57.25806451612904
POLYMED,-34.70043552353276,480.0,96,5,33.87096774193549,1256.1,33.064516129032256,66.93548387096774
PNCINFRA,-34.764183314339846,481.0,97,4,25.80645161290323,206.79,37.096774193548384,62.903225806451616
LEMONTREE,-34.90956807524702,482.0,97,4,9.677419354838712,113.67,45.16129032258064,54.83870967741935
OLECTRA,-35.03111556704259,483.0,97,4,16.935483870967744,997.1,41.12903225806452,58.06451612903226
HAPPSTMNDS,-35.12784530267885,484.0,97,4,20.967741935483872,359.8,39.516129032258064,60.483870967741936
RAYMOND,-36.14711471149214,485.0,97,4,24.19354838709677,400.8,37.903225806451616,62.096774193548384
NETWORK18,-36.178129603441754,486.0,98,3,25.80645161290323,33.33,37.096774193548384,62.903225806451616
FIRSTCRY,-36.625871323881654,487.0,98,3,14.516129032258071,217.4,42.74193548387097,57.25806451612904
KPITTECH,-38.196465081934626,488.0,98,3,14.516129032258071,771.1,42.74193548387097,57.25806451612904
SAPPHIRE,-38.2099158903601,489.0,98,3,25.80645161290323,204.29,37.096774193548384,62.903225806451616
FSL,-38.3542063395777,490.0,98,3,11.29032258064516,213.15,44.354838709677416,55.64516129032258
DIXON,-38.9035979127636,491.0,99,2,15.322580645161295,10528.0,41.935483870967744,57.25806451612904
MASTEK,-39.16429751731278,492.0,99,2,29.032258064516128,1584.6,35.483870967741936,64.51612903225806
RPOWER,-40.3383534296258,493.0,99,2,20.967741935483872,23.97,39.516129032258064,60.483870967741936
KAYNES,-40.943021703547146,494.0,99,2,9.677419354838712,3856.5,45.16129032258064,54.83870967741935
ROUTE,-41.28239590427748,495.0,99,2,34.67741935483871,507.95,32.25806451612903,66.93548387096774
TARIL,-41.76488452338215,496.0,100,1,21.774193548387096,310.14,38.70967741935484,60.483870967741936
NEWGEN,-42.986719826947294,497.0,100,1,35.48387096774193,508.75,32.25806451612903,67.74193548387096
MANYAVAR,-46.5611389900496,498.0,100,1,30.64516129032257,389.95,34.67741935483871,65.32258064516128
RTNINDIA,-52.033440564465636,499.0,100,1,37.096774193548384,28.69,31.451612903225808,68.54838709677419
OLAELEC,-59.36762854154265,500.0,100,1,33.87096774193549,25.22,33.064516129032256,66.93548387096774
COHANCE,-62.48186405640405,501.0,101,0,25.80645161290323,309.95,37.096774193548384,62.903225806451616
