Date,Open,High,Low,Close,volume,oi,Ticker,%change,Initial_Allocation,Selection_Date,Buy_Hold_Value,Buy_Price,Quantity,Real_Rank,Total_Portfolio_Value,Hedge_Segment
2025-11-12,359.9,359.9,338.5,339.7,17057756.0,0.0,HINDCOPPER,-0.05560189046427577,3.75,2025-11-01,3.541492910758966,359.7,0.01042535446205171,5.0,100.0297320548799,
2025-11-12,2363.0,2408.6,2352.2,2395.0,417388.0,0.0,HYUNDAI,0.016553480475381965,3.75,2025-11-01,3.8120755517826823,2356.0,0.0015916808149405773,18.0,100.0297320548799,
2025-11-12,543.9,544.8,534.2,540.35,566485.0,0.0,IIFL,-0.0007397133610725914,3.75,2025-11-01,3.747226074895978,540.75,0.006934812760055479,2.0,100.0297320548799,
2025-11-12,872.9,876.85,861.65,867.5,1129627.0,0.0,INDIANB,-0.00046088259016008326,3.75,2025-11-01,3.7482716902868995,867.9,0.004320774282751469,10.0,100.0297320548799,
2025-11-12,1098.9,1168.0,1090.1,1148.0,1145529.0,0.0,INTELLECT,0.04468104468104461,3.75,2025-11-01,3.917553917553917,1098.9,0.0034125034125034124,8.0,100.0297320548799,
2025-11-12,148.05,152.0,146.62,151.47,3197763.0,0.0,JMFINANCIL,0.027472527472527597,3.75,2025-11-01,3.8530219780219785,147.42,0.02543752543752544,20.0,100.0297320548799,
2025-11-12,994.0,997.4,984.85,989.25,1468376.0,0.0,LAURUSLABS,0.003601501471035773,3.75,2025-11-01,3.7635056305163843,985.7,0.0038044029623617733,3.0,100.0297320548799,
2025-11-12,296.5,301.4,293.9,294.9,5279025.0,0.0,LTF,-0.0005083884087443424,3.75,2025-11-01,3.748093543467209,295.05,0.012709710218607015,4.0,100.0297320548799,
2025-11-12,3518.4,3620.0,3494.1,3528.4,1681255.0,0.0,NETWEB,0.009932163608781686,3.75,2025-11-01,3.7872456135329315,3493.7,0.0010733606205455535,7.0,100.0297320548799,
2025-11-12,1332.6,1341.9,1300.2,1306.2,2274788.0,0.0,PAYTM,-0.01981089599279595,3.75,2025-11-01,3.675709140027015,1332.6,0.0028140477262494374,17.0,100.0297320548799,
2025-11-13,560.0,575.8,560.0,570.8,264485.0,0.0,AIIL,0.020014295925661063,3.75,2025-11-01,3.906378319189707,547.95,0.006843690117711469,11.0,100.57717075093372,
2025-11-13,3088.1,3095.9,3025.0,3073.8,149866.0,0.0,ANANDRATHI,-0.007715401749685102,3.75,2025-11-01,3.7365068559758825,3084.9,0.001215598560731304,13.0,100.57717075093372,
2025-11-13,143.5,145.0,143.0,143.45,27528003.0,0.0,CANBK,-0.0008358292122310207,3.75,2025-11-01,3.818680343579186,140.87,0.026620288208987007,19.0,100.57717075093372,
2025-11-13,4367.5,4450.0,4350.0,4366.2,405072.0,0.0,CUMMINSIND,-0.006643308913864443,3.75,2025-11-01,3.709222509174935,4414.2,0.0008495310588555118,15.0,100.57717075093372,
2025-11-13,432.0,441.9,427.0,434.05,3731700.0,0.0,DELHIVERY,0.006142790913305607,3.75,2025-11-01,3.7844396651941405,430.1,0.008718902580795164,12.0,100.57717075093372,
2025-11-13,971.0,977.9,948.4,953.0,3239284.0,0.0,FORTIS,-0.01691768103981839,3.75,2025-11-01,3.6211875569966563,986.9,0.003799777079744655,9.0,100.57717075093372,
2025-11-13,1845.0,1868.0,1815.3,1829.2,71801.0,0.0,GLAND,-0.004733663420207868,3.75,2025-11-01,3.705434312878133,1851.2,0.0020257130509939497,14.0,100.57717075093372,
2025-11-13,104.16,105.46,104.16,105.37,33205778.0,0.0,GOLDBEES,0.02609796474827153,25.0,2025-11-01,25.50343692516216,103.29,0.24203698325104075,,100.57717075093372,
2025-11-13,980.0,1010.0,960.9,964.8,3913425.0,0.0,HBLENGINE,-0.010563019177520339,3.75,2025-11-01,3.6391068195534095,994.2,0.003771876885938443,1.0,100.57717075093372,
2025-11-13,5554.0,5594.5,5485.5,5508.5,585663.0,0.0,HEROMOTOCO,-0.004607878568847146,3.75,2025-11-01,3.8129903091832023,5417.5,0.0006922011998154131,6.0,100.57717075093372,
2025-11-13,803.0,816.5,799.0,811.95,5854638.0,0.0,HINDALCO,0.022092145015105924,3.75,2025-11-01,3.835984251968504,793.75,0.004724409448818898,16.0,100.57717075093372,
2025-11-13,343.0,347.5,335.4,337.05,11113848.0,0.0,HINDCOPPER,-0.00780100088313207,3.75,2025-11-01,3.513865721434529,359.7,0.01042535446205171,5.0,100.57717075093372,
2025-11-13,2400.0,2444.9,2398.6,2415.2,541055.0,0.0,HYUNDAI,0.008434237995824656,3.75,2025-11-01,3.8442275042444822,2356.0,0.0015916808149405773,18.0,100.57717075093372,
2025-11-13,541.0,543.8,536.4,537.65,396119.0,0.0,IIFL,-0.004996761358378898,3.75,2025-11-01,3.728502080443828,540.75,0.006934812760055479,2.0,100.57717075093372,
2025-11-13,867.5,873.3,859.0,869.45,882359.0,0.0,INDIANB,0.002247838616714848,3.75,2025-11-01,3.7566972001382655,867.9,0.004320774282751469,10.0,100.57717075093372,
2025-11-13,1148.0,1153.2,1106.6,1120.4,392976.0,0.0,INTELLECT,-0.024041811846689853,3.75,2025-11-01,3.8233688233688228,1098.9,0.0034125034125034124,8.0,100.57717075093372,
2025-11-13,151.47,164.56,151.47,154.1,25115859.0,0.0,JMFINANCIL,0.017363174225919265,3.75,2025-11-01,3.9199226699226704,147.42,0.02543752543752544,20.0,100.57717075093372,
2025-11-13,989.25,1005.0,984.65,997.05,1039405.0,0.0,LAURUSLABS,0.007884761182714195,3.75,2025-11-01,3.793179973622806,985.7,0.0038044029623617733,3.0,100.57717075093372,
2025-11-13,295.1,295.5,291.3,292.2,3630010.0,0.0,LTF,-0.00915564598168872,3.75,2025-11-01,3.7137773258769697,295.05,0.012709710218607015,4.0,100.57717075093372,
2025-11-13,3545.0,3569.9,3440.0,3475.9,1103226.0,0.0,NETWEB,-0.014879265389411644,3.75,2025-11-01,3.73089418095429,3493.7,0.0010733606205455535,7.0,100.57717075093372,
2025-11-13,1310.0,1316.8,1298.6,1307.5,2141870.0,0.0,PAYTM,0.0009952534068289332,3.75,2025-11-01,3.679367402071139,1332.6,0.0028140477262494374,17.0,100.57717075093372,
2025-11-14,564.0,569.0,554.0,554.9,174175.0,0.0,AIIL,-0.0278556412053258,3.75,2025-11-01,3.797563646318095,547.95,0.006843690117711469,11.0,99.98740174176336,
2025-11-14,3050.0,3084.0,3010.0,3022.3,96541.0,0.0,ANANDRATHI,-0.01675450582341076,3.75,2025-11-01,3.6739035300982206,3084.9,0.001215598560731304,13.0,99.98740174176336,
2025-11-14,143.88,146.38,143.36,146.07,26463777.0,0.0,CANBK,0.018264203555245828,3.75,2025-11-01,3.888425498686732,140.87,0.026620288208987007,19.0,99.98740174176336,
2025-11-14,4363.3,4363.3,4263.0,4283.2,484468.0,0.0,CUMMINSIND,-0.019009665155054756,3.75,2025-11-01,3.638711431289928,4414.2,0.0008495310588555118,15.0,99.98740174176336,
2025-11-14,434.05,439.85,433.1,436.4,1449477.0,0.0,DELHIVERY,0.005414122796912668,3.75,2025-11-01,3.804929086259009,430.1,0.008718902580795164,12.0,99.98740174176336,
2025-11-14,950.0,951.0,930.3,937.7,3268449.0,0.0,FORTIS,-0.016054564533053428,3.75,2025-11-01,3.5630509676765634,986.9,0.003799777079744655,9.0,99.98740174176336,
2025-11-14,1856.0,1862.5,1812.2,1830.0,67384.0,0.0,GLAND,0.0004373496610539096,3.75,2025-11-01,3.707054883318928,1851.2,0.0020257130509939497,14.0,99.98740174176336,
2025-11-14,105.12,105.12,103.56,103.81,28533187.0,0.0,GOLDBEES,-0.01480497295245331,25.0,2025-11-01,25.125859231290537,103.29,0.24203698325104075,,99.98740174176336,
2025-11-14,962.5,1051.9,960.9,1041.3,14393771.0,0.0,HBLENGINE,0.07929104477611948,3.75,2025-11-01,3.9276554013277005,994.2,0.003771876885938443,1.0,99.98740174176336,
2025-11-14,5521.5,5629.5,5462.5,5538.5,938647.0,0.0,HEROMOTOCO,0.0054461287101752465,3.75,2025-11-01,3.833756345177665,5417.5,0.0006922011998154131,6.0,99.98740174176336,
2025-11-14,807.0,812.5,796.0,803.65,4113598.0,0.0,HINDALCO,-0.010222304329084442,3.75,2025-11-01,3.7967716535433067,793.75,0.004724409448818898,16.0,99.98740174176336,
2025-11-14,337.9,338.55,332.05,335.25,5490018.0,0.0,HINDCOPPER,-0.005340453938584844,3.75,2025-11-01,3.495100083402836,359.7,0.01042535446205171,5.0,99.98740174176336,
2025-11-14,2415.2,2429.8,2351.2,2356.1,442916.0,0.0,HYUNDAI,-0.0244700231864855,3.75,2025-11-01,3.750159168081494,2356.0,0.0015916808149405773,18.0,99.98740174176336,
2025-11-14,540.0,558.0,539.95,547.3,3473801.0,0.0,IIFL,0.017948479494094727,3.75,2025-11-01,3.7954230235783633,540.75,0.006934812760055479,2.0,99.98740174176336,
2025-11-14,868.05,873.9,862.0,868.45,1111820.0,0.0,INDIANB,-0.0011501523951923387,3.75,2025-11-01,3.7523764258555143,867.9,0.004320774282751469,10.0,99.98740174176336,
2025-11-14,1108.2,1108.3,1083.3,1089.7,232872.0,0.0,INTELLECT,-0.027400928239914357,3.75,2025-11-01,3.718604968604968,1098.9,0.0034125034125034124,8.0,99.98740174176336,
2025-11-14,154.8,154.8,149.05,150.67,3558536.0,0.0,JMFINANCIL,-0.0222582738481506,3.75,2025-11-01,3.8326719576719586,147.42,0.02543752543752544,20.0,99.98740174176336,
2025-11-14,1001.2,1014.4,992.95,999.0,1785705.0,0.0,LAURUSLABS,0.0019557695200842495,3.75,2025-11-01,3.800598559399411,985.7,0.0038044029623617733,3.0,99.98740174176336,
2025-11-14,291.95,296.75,290.15,294.15,4821228.0,0.0,LTF,0.006673511293634471,3.75,2025-11-01,3.7385612608032535,295.05,0.012709710218607015,4.0,99.98740174176336,
2025-11-14,3440.1,3540.7,3406.9,3438.0,1024044.0,0.0,NETWEB,-0.010903650853016478,3.75,2025-11-01,3.690213813435613,3493.7,0.0010733606205455535,7.0,99.98740174176336,
2025-11-14,1307.5,1315.0,1289.0,1299.2,1913597.0,0.0,PAYTM,-0.006347992351816378,3.75,2025-11-01,3.656010805943269,1332.6,0.0028140477262494374,17.0,99.98740174176336,
2025-11-17,550.0,568.0,544.0,556.75,645580.0,0.0,AIIL,0.0033339340421698616,3.75,2025-11-01,3.810224473035862,547.95,0.006843690117711469,11.0,100.38443338604938,
2025-11-17,3035.0,3062.2,3020.0,3034.9,88492.0,0.0,ANANDRATHI,0.004169010356351199,3.75,2025-11-01,3.6892200719634354,3084.9,0.001215598560731304,13.0,100.38443338604938,
2025-11-17,146.6,150.32,146.27,149.12,44625403.0,0.0,CANBK,0.020880399808311134,3.75,2025-11-01,3.969617377724143,140.87,0.026620288208987007,19.0,100.38443338604938,
2025-11-17,4289.9,4389.8,4287.9,4381.2,525370.0,0.0,CUMMINSIND,0.022880089652596247,3.75,2025-11-01,3.721965475057768,4414.2,0.0008495310588555118,15.0,100.38443338604938,
2025-11-17,437.15,443.45,436.6,440.1,1277411.0,0.0,DELHIVERY,0.008478460128322762,3.75,2025-11-01,3.8371890258079517,430.1,0.008718902580795164,12.0,100.38443338604938,
2025-11-17,943.0,953.2,931.2,944.1,3466951.0,0.0,FORTIS,0.006825210621733913,3.75,2025-11-01,3.5873695409869284,986.9,0.003799777079744655,9.0,100.38443338604938,
2025-11-17,1818.0,1838.3,1810.4,1815.3,90653.0,0.0,GLAND,-0.00803278688524589,3.75,2025-11-01,3.677276901469317,1851.2,0.0020257130509939497,14.0,100.38443338604938,
2025-11-17,103.36,103.36,101.0,101.94,27817135.0,0.0,GOLDBEES,-0.018013678836335645,25.0,2025-11-01,24.67325007261109,103.29,0.24203698325104075,,100.38443338604938,
2025-11-17,1045.0,1055.0,1022.2,1038.4,2445936.0,0.0,HBLENGINE,-0.0027849803130700623,3.75,2025-11-01,3.9167169583584798,994.2,0.003771876885938443,1.0,100.38443338604938,
2025-11-17,5589.0,5810.0,5571.0,5798.5,1770568.0,0.0,HEROMOTOCO,0.046944118443621896,3.75,2025-11-01,4.013728657129672,5417.5,0.0006922011998154131,6.0,100.38443338604938,
2025-11-17,801.0,809.0,799.75,807.15,2770547.0,0.0,HINDALCO,0.004355129720649442,3.75,2025-11-01,3.8133070866141723,793.75,0.004724409448818898,16.0,100.38443338604938,
2025-11-17,336.4,340.9,332.3,338.55,5215839.0,0.0,HINDCOPPER,0.009843400447427264,3.75,2025-11-01,3.5295037531276066,359.7,0.01042535446205171,5.0,100.38443338604938,
2025-11-17,2367.8,2393.0,2338.0,2378.6,636749.0,0.0,HYUNDAI,0.009549679555197255,3.75,2025-11-01,3.7859719864176573,2356.0,0.0015916808149405773,18.0,100.38443338604938,
2025-11-17,551.0,562.65,545.3,561.6,2078258.0,0.0,IIFL,0.026128266033254244,3.75,2025-11-01,3.8945908460471563,540.75,0.006934812760055479,2.0,100.38443338604938,
2025-11-17,873.0,891.5,872.05,890.15,2172112.0,0.0,INDIANB,0.024987045886349257,3.75,2025-11-01,3.8461372277912216,867.9,0.004320774282751469,10.0,100.38443338604938,
2025-11-17,1094.4,1101.8,1084.8,1096.2,265652.0,0.0,INTELLECT,0.005964944480132184,3.75,2025-11-01,3.7407862407862402,1098.9,0.0034125034125034124,8.0,100.38443338604938,
2025-11-17,151.0,151.48,147.35,149.7,3601693.0,0.0,JMFINANCIL,-0.006437910665693214,3.75,2025-11-01,3.807997557997559,147.42,0.02543752543752544,20.0,100.38443338604938,
2025-11-17,1001.05,1025.0,997.3,1021.85,1696744.0,0.0,LAURUSLABS,0.022872872872872874,3.75,2025-11-01,3.8875291670893777,985.7,0.0038044029623617733,3.0,100.38443338604938,
2025-11-17,295.05,301.5,292.95,299.4,11584288.0,0.0,LTF,0.017848036715961246,3.75,2025-11-01,3.8052872394509403,295.05,0.012709710218607015,4.0,100.38443338604938,
2025-11-17,3444.0,3466.7,3361.0,3378.1,858643.0,0.0,NETWEB,-0.017422920302501477,3.75,2025-11-01,3.6259195122649346,3493.7,0.0010733606205455535,7.0,100.38443338604938,
2025-11-17,1306.1,1336.0,1302.6,1332.9,2603235.0,0.0,PAYTM,0.025939039408866993,3.75,2025-11-01,3.7508442143178753,1332.6,0.0028140477262494374,17.0,100.38443338604938,
2025-11-18,560.9,563.0,549.6,559.0,289275.0,0.0,AIIL,0.00404131118096096,3.75,2025-11-01,3.8256227758007126,547.95,0.006843690117711469,11.0,99.21313825029092,
2025-11-18,3049.8,3049.8,2932.0,2945.6,95073.0,0.0,ANANDRATHI,-0.029424363240963536,3.75,2025-11-01,3.5806671204901295,3084.9,0.001215598560731304,13.0,99.21313825029092,
2025-11-18,149.48,150.69,148.41,149.0,29594222.0,0.0,CANBK,-0.0008047210300429208,3.75,2025-11-01,3.9664229431390643,140.87,0.026620288208987007,19.0,99.21313825029092,
2025-11-18,4381.7,4386.0,4245.0,4252.4,463826.0,0.0,CUMMINSIND,-0.029398338354788667,3.75,2025-11-01,3.612545874677178,4414.2,0.0008495310588555118,15.0,99.21313825029092,
2025-11-18,439.95,440.1,427.4,435.85,2184154.0,0.0,DELHIVERY,-0.00965689615996368,3.75,2025-11-01,3.8001336898395723,430.1,0.008718902580795164,12.0,99.21313825029092,
2025-11-18,946.4,946.4,922.0,928.1,2325318.0,0.0,FORTIS,-0.01694735727147545,3.75,2025-11-01,3.5265731077110143,986.9,0.003799777079744655,9.0,99.21313825029092,
2025-11-18,1810.0,1828.1,1785.0,1790.1,63404.0,0.0,GLAND,-0.01388200297471498,3.75,2025-11-01,3.626228932584269,1851.2,0.0020257130509939497,14.0,99.21313825029092,
2025-11-18,100.87,101.12,100.01,100.91,35663185.0,0.0,GOLDBEES,-0.010103982734942174,25.0,2025-11-01,24.42395197986252,103.29,0.24203698325104075,,99.21313825029092,
2025-11-18,1038.3,1045.0,1024.5,1028.7,1369869.0,0.0,HBLENGINE,-0.009341294298921499,3.75,2025-11-01,3.8801297525648764,994.2,0.003771876885938443,1.0,99.21313825029092,
2025-11-18,5820.0,5882.0,5789.5,5799.5,1182455.0,0.0,HEROMOTOCO,0.00017245839441226707,3.75,2025-11-01,4.014420858329487,5417.5,0.0006922011998154131,6.0,99.21313825029092,
2025-11-18,804.5,804.5,788.35,797.15,7299555.0,0.0,HINDALCO,-0.012389270891408066,3.75,2025-11-01,3.766062992125983,793.75,0.004724409448818898,16.0,99.21313825029092,
2025-11-18,335.1,335.5,327.5,330.55,5032784.0,0.0,HINDCOPPER,-0.02363018756461377,3.75,2025-11-01,3.4461009174311927,359.7,0.01042535446205171,5.0,99.21313825029092,
2025-11-18,2388.0,2417.0,2375.0,2389.8,647065.0,0.0,HYUNDAI,0.004708652148322612,3.75,2025-11-01,3.8037988115449917,2356.0,0.0015916808149405773,18.0,99.21313825029092,
2025-11-18,561.9,567.0,550.8,565.15,2048417.0,0.0,IIFL,0.006321225071225012,3.75,2025-11-01,3.919209431345353,540.75,0.006934812760055479,2.0,99.21313825029092,
2025-11-18,893.7,894.85,884.0,886.9,1190105.0,0.0,INDIANB,-0.0036510700443745936,3.75,2025-11-01,3.832094711372279,867.9,0.004320774282751469,10.0,99.21313825029092,
2025-11-18,1097.3,1112.8,1072.4,1088.3,460925.0,0.0,INTELLECT,-0.007206714103265899,3.75,2025-11-01,3.713827463827463,1098.9,0.0034125034125034124,8.0,99.21313825029092,
2025-11-18,149.71,150.39,146.24,146.71,2826708.0,0.0,JMFINANCIL,-0.019973279893119478,3.75,2025-11-01,3.7319393569393586,147.42,0.02543752543752544,20.0,99.21313825029092,
2025-11-18,1028.0,1033.5,1000.6,1006.9,2922214.0,0.0,LAURUSLABS,-0.01463032734745806,3.75,2025-11-01,3.830653342802069,985.7,0.0038044029623617733,3.0,99.21313825029092,
2025-11-18,299.9,300.05,295.75,296.5,4592406.0,0.0,LTF,-0.009686038744154857,3.75,2025-11-01,3.76842907981698,295.05,0.012709710218607015,4.0,99.21313825029092,
2025-11-18,3382.0,3384.5,3240.0,3259.6,775337.0,0.0,NETWEB,-0.03507889050057722,3.75,2025-11-01,3.498726278730287,3493.7,0.0010733606205455535,7.0,99.21313825029092,
2025-11-18,1314.0,1333.9,1290.5,1295.5,18480822.0,0.0,PAYTM,-0.028059119213744488,3.75,2025-11-01,3.6455988293561465,1332.6,0.0028140477262494374,17.0,99.21313825029092,
2025-11-19,562.0,562.1,540.4,545.2,777590.0,0.0,AIIL,-0.02468694096601065,3.75,2025-11-01,3.731179852176295,547.95,0.006843690117711469,11.0,99.19368587617147,
2025-11-19,2953.0,2965.5,2916.0,2941.5,55567.0,0.0,ANANDRATHI,-0.0013919065725148672,3.75,2025-11-01,3.5756831663911313,3084.9,0.001215598560731304,13.0,99.19368587617147,
2025-11-19,149.2,150.88,147.71,150.38,26500324.0,0.0,CANBK,0.009261744966442942,3.75,2025-11-01,4.003158940867467,140.87,0.026620288208987007,19.0,99.19368587617147,
2025-11-19,4260.0,4266.7,4183.3,4261.3,445363.0,0.0,CUMMINSIND,0.0020929357539272164,3.75,2025-11-01,3.620106701100992,4414.2,0.0008495310588555118,15.0,99.19368587617147,
2025-11-19,435.5,442.8,433.3,436.0,1730332.0,0.0,DELHIVERY,0.000344155099231358,3.75,2025-11-01,3.8014415252266915,430.1,0.008718902580795164,12.0,99.19368587617147,
2025-11-19,932.0,935.5,912.5,922.9,3031991.0,0.0,FORTIS,-0.005602844521064632,3.75,2025-11-01,3.506814266896342,986.9,0.003799777079744655,9.0,99.19368587617147,
2025-11-19,1780.0,1785.6,1738.0,1769.8,1333535.0,0.0,GLAND,-0.011340148595050503,3.75,2025-11-01,3.585106957649092,1851.2,0.0020257130509939497,14.0,99.19368587617147,
2025-11-19,101.25,102.6,101.25,102.23,22235008.0,0.0,GOLDBEES,0.013080963234565424,25.0,2025-11-01,24.74344079775389,103.29,0.24203698325104075,,99.19368587617147,
2025-11-19,1002.0,1007.0,930.0,935.4,6554047.0,0.0,HBLENGINE,-0.09069699620880733,3.75,2025-11-01,3.5282136391068195,994.2,0.003771876885938443,1.0,99.19368587617147,
2025-11-19,5851.0,5916.5,5835.0,5876.5,935374.0,0.0,HEROMOTOCO,0.013277006638503286,3.75,2025-11-01,4.067720350715273,5417.5,0.0006922011998154131,6.0,99.19368587617147,
2025-11-19,797.15,798.8,790.0,790.95,3005726.0,0.0,HINDALCO,-0.007777708085052959,3.75,2025-11-01,3.7367716535433058,793.75,0.004724409448818898,16.0,99.19368587617147,
2025-11-19,330.55,332.4,327.0,327.75,3351769.0,0.0,HINDCOPPER,-0.008470730600514287,3.75,2025-11-01,3.416909924937448,359.7,0.01042535446205171,5.0,99.19368587617147,
2025-11-19,2389.8,2430.0,2353.9,2421.1,572457.0,0.0,HYUNDAI,0.013097330320528844,3.75,2025-11-01,3.853618421052632,2356.0,0.0015916808149405773,18.0,99.19368587617147,
2025-11-19,565.9,565.9,556.4,557.55,864945.0,0.0,IIFL,-0.013447757232593172,3.75,2025-11-01,3.8665048543689315,540.75,0.006934812760055479,2.0,99.19368587617147,
2025-11-19,890.95,890.95,879.4,885.55,1494789.0,0.0,INDIANB,-0.0015221558236554467,3.75,2025-11-01,3.826261666090564,867.9,0.004320774282751469,10.0,99.19368587617147,
2025-11-19,1112.8,1172.4,1100.0,1142.8,4203457.0,0.0,INTELLECT,0.05007810346411845,3.75,2025-11-01,3.8998088998088996,1098.9,0.0034125034125034124,8.0,99.19368587617147,
2025-11-19,146.8,151.35,146.6,147.52,3004924.0,0.0,JMFINANCIL,0.005521096039806439,3.75,2025-11-01,3.7525437525437546,147.42,0.02543752543752544,20.0,99.19368587617147,
2025-11-19,1010.0,1010.0,982.15,987.5,1288996.0,0.0,LAURUSLABS,-0.019267057304598212,3.75,2025-11-01,3.7568479253322504,985.7,0.0038044029623617733,3.0,99.19368587617147,
2025-11-19,296.55,301.6,295.85,297.65,3905961.0,0.0,LTF,0.0038785834738617186,3.75,2025-11-01,3.7830452465683786,295.05,0.012709710218607015,4.0,99.19368587617147,
