Date,Open,High,Low,Close,volume,oi,Ticker,%change,Initial_Allocation,Selection_Date,Buy_Hold_Value,Buy_Price,Quantity,Real_Rank,Total_Portfolio_Value,Hedge_Segment
2025-12-26,3664.9,3675.1,3626.4,3634.1,223878.0,0.0,TVSMOTOR,-0.008485212266724829,3.681273471007842,2025-12-01,3.788224811267056,3661.8,0.0010053180050816108,20.0,103.3793587665192,
2025-12-29,349.7,350.0,344.55,346.75,2840688.0,0.0,ABCAPITAL,-0.004021255206089314,3.681273471007842,2025-12-01,3.565093076586983,356.1,0.010337751954529182,8.0,102.71399108255724,
2025-12-29,972.5,988.5,967.0,986.65,997808.0,0.0,AUBANK,0.012000615416175142,3.681273471007842,2025-12-01,3.8022805236010337,950.5,0.0038729862924858937,19.0,102.71399108255724,
2025-12-29,4340.0,4453.3,4316.0,4402.2,477997.0,0.0,CUMMINSIND,0.012838210933186156,3.8053044719314935,2025-12-01,3.739805627293734,4544.2,0.0008495310588555118,18.0,102.71399108255724,
2025-12-29,7324.0,7374.5,7232.5,7272.0,282572.0,0.0,EICHERMOT,-0.007099945385035444,3.681273471007842,2025-12-01,3.7953102262946103,7125.5,0.0005166337058463044,12.0,102.71399108255724,
2025-12-29,115.44,,,113.03,,,GOLDBEES,-0.011197620505642547,15.193145512634322,2025-12-01,16.091465866689063,106.72,0.14236455690249553,,102.71399108255724,2025-12_to_2026-01
2025-12-29,902.0,948.0,898.35,924.35,5938576.0,0.0,HBLENGINE,0.029916434540389947,3.3407513578756785,2025-12-01,3.4865343995171996,870.35,0.003771876885938443,6.0,102.71399108255724,
2025-12-29,5637.0,5651.0,5550.5,5566.0,572147.0,0.0,HEROMOTOCO,-0.01259535213766183,4.2739963082602666,2025-12-01,3.852791878172588,6295.5,0.0006922011998154131,3.0,102.71399108255724,
2025-12-29,886.0,887.45,860.9,865.0,9836341.0,0.0,HINDALCO,-0.009050292129682669,3.819212598425195,2025-12-01,4.086614173228343,810.8,0.004724409448818898,7.0,102.71399108255724,
2025-12-29,778.4,789.5,774.35,784.45,1110856.0,0.0,INDIANB,0.007707624124863477,3.7601538195644673,2025-12-01,3.3894313861043908,887.35,0.004320774282751469,15.0,102.71399108255724,
2025-12-29,1085.0,1089.0,1076.3,1081.4,1522054.0,0.0,LAURUSLABS,-0.003317972350230347,3.9236709952318143,2025-12-01,4.114081363498021,1029.4,0.0038044029623617733,1.0,102.71399108255724,
2025-12-29,301.3,303.5,299.25,300.0,3522551.0,0.0,LTF,-0.004314636574842434,3.9698779867819027,2025-12-01,3.812913065582106,309.15,0.012709710218607015,2.0,102.71399108255724,
2025-12-29,6020.0,6117.0,6019.0,6033.5,128969.0,0.0,LTIM,-0.0003313727114572229,3.681273471007842,2025-12-01,3.6432319342779986,6152.5,0.0005983378254380889,17.0,102.71399108255724,
2025-12-29,396.0,396.75,379.8,386.4,3588920.0,0.0,M&MFIN,-0.019662565013319755,3.681273471007842,2025-12-01,3.8253168460331577,367.9,0.010006179589583698,9.0,102.71399108255724,
2025-12-29,2228.0,2243.8,2180.0,2187.4,2282335.0,0.0,MCX,-0.010405356496561713,3.681273471007842,2025-12-01,3.9968320794572643,2042.0,0.0018027783893280324,13.0,102.71399108255724,
2025-12-29,62.85,,,62.78,,,MOGSEC,-0.00031847133757956225,5.064381837544775,2025-12-01,5.061157143601735,62.82,0.08061734857600725,,102.71399108255724,2025-12_to_2026-01
2025-12-29,3812.0,3826.9,3725.6,3736.5,228650.0,0.0,MUTHOOTFIN,-0.01593363181459051,3.681273471007842,2025-12-01,3.673702880300413,3811.1,0.0009659346306861122,4.0,102.71399108255724,
2025-12-29,310.0,314.0,299.55,300.9,18589007.0,0.0,NATIONALUM,-0.01939058171745167,3.681273471007842,2025-12-01,4.2606938511664705,263.8,0.013954789503441402,16.0,102.71399108255724,
2025-12-29,258.0,259.85,257.15,258.85,4154505.0,0.0,NYKAA,-0.0023125843129696566,3.681273471007842,2025-12-01,3.5647661440663647,264.9,0.013896842095159843,10.0,102.71399108255724,
2025-12-29,1316.0,1327.3,1305.6,1309.0,1376042.0,0.0,PAYTM,-0.0047897817988291624,3.7162314272850074,2025-12-01,3.6835884736605125,1367.8,0.0028140477262494374,5.0,102.71399108255724,
2025-12-29,7547.5,7611.5,7462.0,7493.5,206255.0,0.0,POLYCAB,-0.008337193144974497,3.681273471007842,2025-12-01,3.6928544518068622,7401.0,0.0004974021714643753,11.0,102.71399108255724,
2025-12-29,235.21,,,218.25,,,SILVERBEES,-0.007277689333636594,5.064381837544775,2025-12-01,6.6500290959878905,166.21,0.03046977821758483,,102.71399108255724,2025-12_to_2026-01
2025-12-29,736.9,736.95,709.2,712.95,783251.0,0.0,SYRMA,-0.03355022366815774,3.681273471007842,2025-12-01,3.1997121867175133,813.05,0.004527733191080305,14.0,102.71399108255724,
2025-12-29,3634.1,3663.9,3568.9,3574.2,462957.0,0.0,TVSMOTOR,-0.01648276051842279,3.681273471007842,2025-12-01,3.7257844089129932,3661.8,0.0010053180050816108,20.0,102.71399108255724,
2025-12-30,346.75,351.8,345.65,349.3,17642736.0,0.0,ABCAPITAL,0.007354001441961078,3.681273471007842,2025-12-01,3.591310776212929,356.1,0.010337751954529182,8.0,103.5122450219926,
2025-12-30,985.0,1000.0,980.5,996.45,10250412.0,0.0,AUBANK,0.00993260021284148,3.681273471007842,2025-12-01,3.840047055939036,950.5,0.0038729862924858937,19.0,103.5122450219926,
2025-12-30,4402.0,4471.3,4360.0,4389.9,2372971.0,0.0,CUMMINSIND,-0.002794057516696258,3.8053044719314935,2025-12-01,3.7293563952698108,4544.2,0.0008495310588555118,18.0,103.5122450219926,
2025-12-30,7272.0,7312.0,7132.5,7192.5,1976062.0,0.0,EICHERMOT,-0.01093234323432346,3.681273471007842,2025-12-01,3.75381859222002,7125.5,0.0005166337058463044,12.0,103.5122450219926,
2025-12-30,111.78,,,111.17,,,GOLDBEES,-0.016455808192515242,15.193145512634322,2025-12-01,15.826667790850422,106.72,0.14236455690249553,,103.5122450219926,2025-12_to_2026-01
2025-12-30,923.5,941.0,901.5,933.15,1952950.0,0.0,HBLENGINE,0.009520203386163217,3.3407513578756785,2025-12-01,3.519726916113458,870.35,0.003771876885938443,6.0,103.5122450219926,
2025-12-30,5570.0,5742.5,5566.5,5711.0,2980473.0,0.0,HEROMOTOCO,0.02605102407473958,4.2739963082602666,2025-12-01,3.9531610521458234,6295.5,0.0006922011998154131,3.0,103.5122450219926,
2025-12-30,868.0,888.3,863.85,884.15,15280248.0,0.0,HINDALCO,0.02213872832369934,3.819212598425195,2025-12-01,4.1770866141732235,810.8,0.004724409448818898,7.0,103.5122450219926,
2025-12-30,784.45,815.2,778.65,809.0,7951593.0,0.0,INDIANB,0.0312958123526037,3.7601538195644673,2025-12-01,3.495506394745939,887.35,0.004320774282751469,15.0,103.5122450219926,
2025-12-30,1082.9,1098.4,1077.0,1091.9,2806339.0,0.0,LAURUSLABS,0.009709635657481064,3.9236709952318143,2025-12-01,4.15402759460282,1029.4,0.0038044029623617733,1.0,103.5122450219926,
2025-12-30,299.0,307.45,298.45,305.45,25281188.0,0.0,LTF,0.018166666666666664,3.9698779867819027,2025-12-01,3.8821809862735144,309.15,0.012709710218607015,2.0,103.5122450219926,
2025-12-30,6015.0,6093.5,6003.0,6074.0,239568.0,0.0,LTIM,0.006712521753542644,3.681273471007842,2025-12-01,3.667687207890041,6152.5,0.0005983378254380889,17.0,103.5122450219926,
2025-12-30,386.45,408.2,385.1,404.4,11718964.0,0.0,M&MFIN,0.04658385093167694,3.681273471007842,2025-12-01,4.003514835755198,367.9,0.010006179589583698,9.0,103.5122450219926,
2025-12-30,2170.0,2207.6,2162.4,2177.8,2824770.0,0.0,MCX,-0.004388772058151136,3.681273471007842,2025-12-01,3.9792908945058203,2042.0,0.0018027783893280324,13.0,103.5122450219926,
2025-12-30,62.96,,,62.92,,,MOGSEC,0.0022300095571838874,5.064381837544775,2025-12-01,5.072443572402376,62.82,0.08061734857600725,,103.5122450219926,2025-12_to_2026-01
2025-12-30,3710.0,3819.0,3690.1,3799.1,1688316.0,0.0,MUTHOOTFIN,0.01675364646059152,3.681273471007842,2025-12-01,3.735250799558223,3811.1,0.0009659346306861122,4.0,103.5122450219926,
2025-12-30,298.0,318.85,298.0,316.6,24881884.0,0.0,NATIONALUM,0.05217680292455973,3.681273471007842,2025-12-01,4.483003234560667,263.8,0.013954789503441402,16.0,103.5122450219926,
2025-12-30,258.8,267.2,256.0,263.55,25458240.0,0.0,NYKAA,0.018157233919258164,3.681273471007842,2025-12-01,3.6294924368116295,264.9,0.013896842095159843,10.0,103.5122450219926,
2025-12-30,1306.0,1309.0,1292.0,1294.6,2723011.0,0.0,PAYTM,-0.011000763941940495,3.7162314272850074,2025-12-01,3.6430661864025202,1367.8,0.0028140477262494374,5.0,103.5122450219926,
2025-12-30,7475.0,7596.5,7470.0,7497.0,370086.0,0.0,POLYCAB,0.0004670714619336991,3.681273471007842,2025-12-01,3.6945792787343765,7401.0,0.0004974021714643753,11.0,103.5122450219926,
2025-12-30,217.49,,,218.21,,,SILVERBEES,-0.0001832760595646965,5.064381837544775,2025-12-01,6.648810304859187,166.21,0.03046977821758483,,103.5122450219926,2025-12_to_2026-01
2025-12-30,712.95,737.0,711.0,722.7,1190014.0,0.0,SYRMA,0.013675573322112333,3.681273471007842,2025-12-01,3.243470085336625,813.05,0.004527733191080305,14.0,103.5122450219926,
2025-12-30,3575.0,3654.0,3549.1,3634.6,1497535.0,0.0,TVSMOTOR,0.01689888646410398,3.681273471007842,2025-12-01,3.7887460166289433,3661.8,0.0010053180050816108,20.0,103.5122450219926,
2025-12-31,350.85,359.65,349.05,357.7,6976404.0,0.0,ABCAPITAL,0.024048096192384794,3.681273471007842,2025-12-01,3.6776749632160457,356.1,0.010337751954529182,8.0,104.08705134375178,
2025-12-31,996.05,1006.1,989.65,994.5,1523909.0,0.0,AUBANK,-0.00195694716242667,3.681273471007842,2025-12-01,3.832532286749331,950.5,0.0038729862924858937,19.0,104.08705134375178,
2025-12-31,4365.0,4459.9,4365.0,4434.4,288657.0,0.0,CUMMINSIND,0.010136905168682597,3.8053044719314935,2025-12-01,3.767160527388881,4544.2,0.0008495310588555118,18.0,104.08705134375178,
2025-12-31,7189.0,7322.5,7140.0,7312.5,357381.0,0.0,EICHERMOT,0.016684045881126153,3.681273471007842,2025-12-01,3.816447473842043,7125.5,0.0005166337058463044,12.0,104.08705134375178,
2025-12-31,111.17,,,110.11,,,GOLDBEES,-0.009534946478366502,15.193145512634322,2025-12-01,15.675761360533775,106.72,0.14236455690249553,,104.08705134375178,2025-12_to_2026-01
2025-12-31,934.0,937.3,917.05,926.6,1156880.0,0.0,HBLENGINE,-0.007019235921341682,3.3407513578756785,2025-12-01,3.495021122510561,870.35,0.003771876885938443,6.0,104.08705134375178,
2025-12-31,5709.5,5785.5,5684.5,5771.0,473265.0,0.0,HEROMOTOCO,0.010506040973559783,4.2739963082602666,2025-12-01,3.9946931241347476,6295.5,0.0006922011998154131,3.0,104.08705134375178,
2025-12-31,886.4,890.0,879.45,886.7,3539118.0,0.0,HINDALCO,0.002884125996720055,3.819212598425195,2025-12-01,4.189133858267712,810.8,0.004724409448818898,7.0,104.08705134375178,
2025-12-31,812.9,840.4,806.5,837.25,3654469.0,0.0,INDIANB,0.034919653893696,3.7601538195644673,2025-12-01,3.6175682682336685,887.35,0.004320774282751469,15.0,104.08705134375178,
2025-12-31,1095.0,1119.0,1083.9,1108.0,1585443.0,0.0,LAURUSLABS,0.014744940012821672,3.9236709952318143,2025-12-01,4.215278482296845,1029.4,0.0038044029623617733,1.0,104.08705134375178,
2025-12-31,304.4,316.6,302.45,315.95,9647536.0,0.0,LTF,0.034375511540350345,3.9698779867819027,2025-12-01,4.015632943568888,309.15,0.012709710218607015,2.0,104.08705134375178,
2025-12-31,6052.0,6105.5,6036.5,6063.5,93136.0,0.0,LTIM,-0.0017286796180441266,3.681273471007842,2025-12-01,3.6613469517684005,6152.5,0.0005983378254380889,17.0,104.08705134375178,
2025-12-31,407.45,408.0,395.5,403.0,4876797.0,0.0,M&MFIN,-0.0034619188921859445,3.681273471007842,2025-12-01,3.989654992110151,367.9,0.010006179589583698,9.0,104.08705134375178,
2025-12-31,2210.0,2239.6,2197.0,2227.2,2188250.0,0.0,MCX,0.02268344200569361,3.681273471007842,2025-12-01,4.069554908735127,2042.0,0.0018027783893280324,13.0,104.08705134375178,
2025-12-31,62.95,,,62.99,,,MOGSEC,0.001112523839796653,5.064381837544775,2025-12-01,5.0780867868026975,62.82,0.08061734857600725,,104.08705134375178,2025-12_to_2026-01
2025-12-31,3799.1,3859.0,3780.7,3811.7,334171.0,0.0,MUTHOOTFIN,0.0033165749782844145,3.681273471007842,2025-12-01,3.747639038897655,3811.1,0.0009659346306861122,4.0,104.08705134375178,
2025-12-31,318.05,319.85,313.45,314.3,11874119.0,0.0,NATIONALUM,-0.0072646873025900005,3.681273471007842,2025-12-01,4.450435617885083,263.8,0.013954789503441402,16.0,104.08705134375178,
2025-12-31,264.3,266.65,261.7,265.15,5234939.0,0.0,NYKAA,0.006070954278125429,3.681273471007842,2025-12-01,3.651526919448315,264.9,0.013896842095159843,10.0,104.08705134375178,
2025-12-31,1302.0,1314.8,1294.3,1298.9,1213575.0,0.0,PAYTM,0.003321489263093058,3.7162314272850074,2025-12-01,3.655166591625394,1367.8,0.0028140477262494374,5.0,104.08705134375178,
2025-12-31,7498.0,7659.5,7498.0,7619.0,235002.0,0.0,POLYCAB,0.016273175937041584,3.681273471007842,2025-12-01,3.7547018173505693,7401.0,0.0004974021714643753,11.0,104.08705134375178,
2025-12-31,216.8,,,215.43,,,SILVERBEES,-0.012740021080610453,5.064381837544775,2025-12-01,6.564104321414301,166.21,0.03046977821758483,,104.08705134375178,2025-12_to_2026-01
2025-12-31,722.4,735.0,722.25,733.15,377297.0,0.0,SYRMA,0.014459665144596512,3.681273471007842,2025-12-01,3.2903695766771084,813.05,0.004527733191080305,14.0,104.08705134375178,
2025-12-31,3649.0,3725.0,3641.0,3719.8,602873.0,0.0,TVSMOTOR,0.023441369063996076,3.681273471007842,2025-12-01,3.8775594102944875,3661.8,0.0010053180050816108,20.0,104.08705134375178,
2026-01-01,3103.0,3103.6,3062.0,3094.9,265253.0,0.0,ANANDRATHI,-0.005622670607891012,3.718411381354779,2026-01-01,3.697503978972788,3094.9,0.0012014641446750393,11.0,104.52475452017052,
2026-01-01,155.0,156.28,153.55,154.24,18111681.0,0.0,CANBK,-0.004325091988896745,3.718411381354779,2026-01-01,3.702328910077859,154.24,0.024107957607331296,9.0,104.52475452017052,
2026-01-01,4439.0,4504.9,4420.3,4470.6,289174.0,0.0,CUMMINSIND,0.008163449395634403,3.767160527388881,2026-01-01,3.7979135517194518,4470.6,0.0008495310588555118,14.0,104.52475452017052,
2026-01-01,7317.0,7363.0,7271.5,7348.0,155326.0,0.0,EICHERMOT,0.004854700854700855,3.816447473842043,2026-01-01,3.834975184655225,7348.0,0.0005166337058463044,12.0,104.52475452017052,
2026-01-01,110.35,,,110.52,,,GOLDBEES,0.0037235491780946983,15.193145512634322,2025-12-01,15.7341308288638,106.72,0.14236455690249553,,104.52475452017052,2025-12_to_2026-01
2026-01-01,265.2,270.0,262.0,266.6,1520198.0,0.0,GPIL,0.0019919570037960632,3.718411381354779,2026-01-01,3.7258182969488636,266.6,0.013947529562471039,6.0,104.52475452017052,
2026-01-01,928.0,931.4,915.55,919.3,522197.0,0.0,HBLENGINE,-0.00787826462335428,3.495021122510561,2026-01-01,3.46748642124321,919.3,0.003771876885938443,1.0,104.52475452017052,
2026-01-01,5771.0,5856.0,5730.0,5841.5,384697.0,0.0,HEROMOTOCO,0.012216253682204137,3.9946931241347476,2026-01-01,4.043493308721734,5841.5,0.0006922011998154131,7.0,104.52475452017052,
2026-01-01,888.1,895.95,882.45,894.95,2566505.0,0.0,HINDALCO,0.00930416149768809,4.189133858267712,2026-01-01,4.228110236220468,894.95,0.004724409448818898,10.0,104.52475452017052,
2026-01-01,611.0,621.95,609.45,620.45,1008135.0,0.0,IIFL,0.016298116298116394,3.718411381354779,2026-01-01,3.7790144824923386,620.45,0.0059930878900068965,19.0,104.52475452017052,
2026-01-01,503.2,522.4,502.6,516.65,2060164.0,0.0,JKTYRE,0.027750149194350593,3.718411381354779,2026-01-01,3.8215978519533453,516.65,0.007197157420603463,18.0,104.52475452017052,
2026-01-01,834.0,857.9,828.05,853.75,627100.0,0.0,JSL,0.01727733095025319,3.718411381354779,2026-01-01,3.7826556053996336,853.75,0.0043553866838708976,15.0,104.52475452017052,
2026-01-01,1108.0,1115.9,1101.1,1110.4,959580.0,0.0,LAURUSLABS,0.0021660649819494893,4.215278482296845,2026-01-01,4.224409049406513,1110.4,0.0038044029623617733,2.0,104.52475452017052,
2026-01-01,315.95,321.9,313.4,317.25,5017284.0,0.0,LTF,0.004114575090995443,4.015632943568888,2026-01-01,4.032155566853077,317.25,0.012709710218607015,8.0,104.52475452017052,
2026-01-01,402.5,405.8,398.25,404.15,2358460.0,0.0,M&MFIN,0.00285359801488827,3.989654992110151,2026-01-01,4.001039863675726,404.15,0.010006179589583698,5.0,104.52475452017052,
2026-01-01,62.99,,,62.99,,,MOGSEC,0.0,5.064381837544775,2025-12-01,5.0780867868026975,62.82,0.08061734857600725,,104.52475452017052,2025-12_to_2026-01
2026-01-01,315.5,317.25,312.1,314.6,6888014.0,0.0,NATIONALUM,0.0009545020680878924,4.450435617885083,2026-01-01,4.454683567886247,314.6,0.013954789503441402,4.0,104.52475452017052,
2026-01-01,265.0,268.3,264.25,265.75,2627582.0,0.0,NYKAA,0.0022628700735434215,3.651526919448315,2026-01-01,3.6597898504370727,265.75,0.013896842095159843,20.0,104.52475452017052,
2026-01-01,3282.0,3307.8,3246.0,3253.9,168345.0,0.0,RADICO,-0.013491389764734407,3.718411381354779,2026-01-01,3.668244844103297,3253.9,0.0011427552725513318,16.0,104.52475452017052,
2026-01-01,983.2,987.65,980.35,984.75,4328348.0,0.0,SBIN,0.0025962125839951167,3.718411381354779,2026-01-01,3.7280651677755228,984.75,0.0037759953098296817,13.0,104.52475452017052,
2026-01-01,996.2,1025.6,996.0,1019.7,4289057.0,0.0,SHRIRAMFIN,0.023589640634410713,3.718411381354779,2026-01-01,3.806127369571841,1019.7,0.0036465738759976257,3.0,104.52475452017052,
2026-01-01,216.5,,,214.95,,,SILVERBEES,-0.0022281019356636955,5.064381837544775,2025-12-01,6.5494788278698595,166.21,0.03046977821758483,,104.52475452017052,2025-12_to_2026-01
2026-01-01,603.0,606.9,597.7,602.65,4250535.0,0.0,VEDL,-0.002895433487756449,3.718411381354779,2026-01-01,3.7076449685199497,602.65,0.006170101022740859,17.0,104.52475452017052,
2026-01-02,3074.0,3107.5,3055.0,3079.4,149134.0,0.0,ANANDRATHI,-0.005008239361530276,3.718411381354779,2026-01-01,3.678985994005882,3094.9,0.0012014641446750393,11.0,105.52402078434787,
2026-01-02,154.9,155.67,152.8,154.87,29236511.0,0.0,CANBK,0.00408454356846466,3.718411381354779,2026-01-01,3.7174512338158583,154.24,0.024107957607331296,9.0,105.52402078434787,
2026-01-02,4484.0,4493.4,4441.1,4482.1,269527.0,0.0,CUMMINSIND,0.0025723616516799552,3.767160527388881,2026-01-01,3.80768315889629,4470.6,0.0008495310588555118,14.0,105.52402078434787,
2026-01-02,7348.0,7382.5,7298.0,7334.5,227469.0,0.0,EICHERMOT,-0.0018372346216657398,3.816447473842043,2026-01-01,3.8279294354727473,7348.0,0.0005166337058463044,12.0,105.52402078434787,
2026-01-02,111.62,,,111.82,,,GOLDBEES,0.011762576909156719,15.193145512634322,2025-12-01,15.919204752837043,106.72,0.14236455690249553,,105.52402078434787,2025-12_to_2026-01
2026-01-02,266.55,273.9,265.85,273.05,2183847.0,0.0,GPIL,0.024193548387096753,3.718411381354779,2026-01-01,3.8159590621976265,266.6,0.013947529562471039,6.0,105.52402078434787,
2026-01-02,917.95,944.9,917.0,937.55,1421909.0,0.0,HBLENGINE,0.019852061351028016,3.495021122510561,2026-01-01,3.536323174411587,919.3,0.003771876885938443,1.0,105.52402078434787,
2026-01-02,5900.0,6029.5,5875.0,5933.0,1069537.0,0.0,HEROMOTOCO,0.01566378498673293,3.9946931241347476,2026-01-01,4.106829718504844,5841.5,0.0006922011998154131,7.0,105.52402078434787,
2026-01-02,898.0,927.3,896.55,925.7,5357771.0,0.0,HINDALCO,0.03435946142242585,4.189133858267712,2026-01-01,4.373385826771649,894.95,0.004724409448818898,10.0,105.52402078434787,
2026-01-02,623.5,650.0,619.0,641.4,2441538.0,0.0,IIFL,0.03376581513417665,3.718411381354779,2026-01-01,3.9066159868975516,620.45,0.0059930878900068965,19.0,105.52402078434787,
2026-01-02,518.8,524.7,509.0,511.55,1179005.0,0.0,JKTYRE,-0.009871286170521576,3.718411381354779,2026-01-01,3.7838737659280635,516.65,0.007197157420603463,18.0,105.52402078434787,
2026-01-02,853.75,865.1,847.0,855.4,658245.0,0.0,JSL,0.0019326500732064211,3.718411381354779,2026-01-01,3.7899661550323236,853.75,0.0043553866838708976,15.0,105.52402078434787,
2026-01-02,1110.0,1115.9,1103.2,1106.5,953854.0,0.0,LAURUSLABS,-0.003512247838616811,4.215278482296845,2026-01-01,4.2095718778533024,1110.4,0.0038044029623617733,2.0,105.52402078434787,
2026-01-02,319.5,321.5,316.3,319.75,3861694.0,0.0,LTF,0.007880220646178104,4.015632943568888,2026-01-01,4.063929842399595,317.25,0.012709710218607015,8.0,105.52402078434787,
2026-01-02,403.9,410.0,399.85,402.95,2125824.0,0.0,M&MFIN,-0.0029691946059631213,3.989654992110151,2026-01-01,3.9891599976942564,404.15,0.010006179589583698,5.0,105.52402078434787,
2026-01-02,62.99,,,62.95,,,MOGSEC,-0.0006350214319733594,5.064381837544775,2025-12-01,5.074862092859657,62.82,0.08061734857600725,,105.52402078434787,2025-12_to_2026-01
2026-01-02,316.2,331.4,315.7,330.3,21272570.0,0.0,NATIONALUM,0.04990464081373158,4.450435617885083,2026-01-01,4.676992951280442,314.6,0.013954789503441402,4.0,105.52402078434787,
2026-01-02,266.6,268.4,263.0,264.9,4186213.0,0.0,NYKAA,-0.0031984948259643486,3.651526919448315,2026-01-01,3.6480840315363325,265.75,0.013896842095159843,20.0,105.52402078434787,
2026-01-02,3253.9,3254.0,3086.0,3094.2,592140.0,0.0,RADICO,-0.049079566059190616,3.718411381354779,2026-01-01,3.488208978955844,3253.9,0.0011427552725513318,16.0,105.52402078434787,
2026-01-02,984.5,1009.5,983.95,998.95,7357435.0,0.0,SBIN,0.014419903528814393,3.718411381354779,2026-01-01,3.7818235078439795,984.75,0.0037759953098296817,13.0,105.52402078434787,
2026-01-02,1024.75,1025.0,1007.2,1010.35,5264026.0,0.0,SHRIRAMFIN,-0.00916936353829556,3.718411381354779,2026-01-01,3.77122760404718,1019.7,0.0036465738759976257,3.0,105.52402078434787,
2026-01-02,220.33,,,221.87,,,SILVERBEES,0.032193533379855754,5.064381837544775,2025-12-01,6.760329693135547,166.21,0.03046977821758483,,105.52402078434787,2025-12_to_2026-01
2026-01-02,604.2,618.45,603.6,616.95,9255218.0,0.0,VEDL,0.023728532315606232,3.718411381354779,2026-01-01,3.79562194197027,602.65,0.006170101022740859,17.0,105.52402078434787,
2026-01-05,3099.0,3145.0,3082.6,3123.6,154296.0,0.0,ANANDRATHI,0.014353445476391391,3.718411381354779,2026-01-01,3.731792118879253,3094.9,0.0012014641446750393,11.0,105.87736845668245,
2026-01-05,155.5,157.6,153.52,154.23,19385780.0,0.0,CANBK,-0.004132498224317271,3.718411381354779,2026-01-01,3.702088873193128,154.24,0.024107957607331296,9.0,105.87736845668245,
2026-01-05,4488.0,4515.8,4286.2,4309.8,492433.0,0.0,CUMMINSIND,-0.03844180183396184,3.767160527388881,2026-01-01,3.6613089574554847,4470.6,0.0008495310588555118,14.0,105.87736845668245,
2026-01-05,7344.0,7514.5,7328.0,7482.5,426798.0,0.0,EICHERMOT,0.020178607948735383,3.816447473842043,2026-01-01,3.905171722806576,7348.0,0.0005166337058463044,12.0,105.87736845668245,
2026-01-05,112.16,,,112.92,,,GOLDBEES,0.009837238418887617,15.193145512634322,2025-12-01,16.075805765429788,106.72,0.14236455690249553,,105.87736845668245,2025-12_to_2026-01
2026-01-05,274.0,280.4,268.25,274.0,3453704.0,0.0,GPIL,0.003479216260757978,3.718411381354779,2026-01-01,3.829235609017211,266.6,0.013947529562471039,6.0,105.87736845668245,
2026-01-05,935.0,984.9,928.75,969.4,3400290.0,0.0,HBLENGINE,0.0339715215188523,3.495021122510561,2026-01-01,3.656457453228726,919.3,0.003771876885938443,1.0,105.87736845668245,
2026-01-05,5960.0,6045.0,5925.0,5985.5,653817.0,0.0,HEROMOTOCO,0.008848811730996164,3.9946931241347476,2026-01-01,4.143170281495154,5841.5,0.0006922011998154131,7.0,105.87736845668245,
2026-01-05,932.5,937.9,925.85,931.7,5278463.0,0.0,HINDALCO,0.0064815815058874016,4.189133858267712,2026-01-01,4.401732283464562,894.95,0.004724409448818898,10.0,105.87736845668245,
2026-01-05,645.0,649.1,638.15,645.45,1101439.0,0.0,IIFL,0.006314312441534353,3.718411381354779,2026-01-01,3.931283580827916,620.45,0.0059930878900068965,19.0,105.87736845668245,
2026-01-05,512.4,515.0,506.3,508.25,350732.0,0.0,JKTYRE,-0.006450982308669806,3.718411381354779,2026-01-01,3.7594640632058214,516.65,0.007197157420603463,18.0,105.87736845668245,
2026-01-05,859.4,870.0,857.0,865.65,622857.0,0.0,JSL,0.011982698152910976,3.718411381354779,2026-01-01,3.8353801754778245,853.75,0.0043553866838708976,15.0,105.87736845668245,
2026-01-05,1106.5,1113.5,1096.7,1103.2,1017074.0,0.0,LAURUSLABS,-0.002982376863985503,4.215278482296845,2026-01-01,4.197017348077509,1110.4,0.0038044029623617733,2.0,105.87736845668245,
2026-01-05,319.0,321.6,316.3,320.3,4877876.0,0.0,LTF,0.0017200938232995178,4.015632943568888,2026-01-01,4.07092018301983,317.25,0.012709710218607015,8.0,105.87736845668245,
2026-01-05,400.0,404.4,382.1,384.2,4430405.0,0.0,M&MFIN,-0.04653182777019482,3.989654992110151,2026-01-01,3.803537091733797,404.15,0.010006179589583698,5.0,105.87736845668245,
2026-01-05,62.95,,,62.83,,,MOGSEC,-0.001906274821286802,5.064381837544775,2025-12-01,5.065188011030536,62.82,0.08061734857600725,,105.87736845668245,2025-12_to_2026-01
2026-01-05,332.0,334.8,327.75,330.8,12952006.0,0.0,NATIONALUM,0.001513775355737268,4.450435617885083,2026-01-01,4.684072867949047,314.6,0.013954789503441402,4.0,105.87736845668245,
2026-01-05,268.9,272.95,266.9,269.55,7717985.0,0.0,NYKAA,0.017553793884484747,3.651526919448315,2026-01-01,3.7121217466992014,265.75,0.013896842095159843,20.0,105.87736845668245,
2026-01-05,3099.0,3123.9,3015.0,3104.6,469055.0,0.0,RADICO,0.0033611272703768513,3.718411381354779,2026-01-01,3.4999332932797858,3253.9,0.0011427552725513318,16.0,105.87736845668245,
2026-01-05,1000.0,1015.5,1000.0,1005.55,11259060.0,0.0,SBIN,0.006606937284148184,3.718411381354779,2026-01-01,3.8068097785800217,984.75,0.0037759953098296817,13.0,105.87736845668245,
2026-01-05,1013.5,1014.8,994.65,1003.35,4603571.0,0.0,SHRIRAMFIN,-0.006928292175978568,3.718411381354779,2026-01-01,3.745099437344225,1019.7,0.0036465738759976257,3.0,105.87736845668245,
2026-01-05,222.9,,,225.54,,,SILVERBEES,0.016541217830260857,5.064381837544775,2025-12-01,6.872153779194082,166.21,0.03046977821758483,,105.87736845668245,2025-12_to_2026-01
