Ticker,Positive,Negative,Momentum,ISIN Code,Rank_Mom,FIP,FIP_rank,Combined_Rank,Real_Rank,End_Date
HDFCAMC,60.33057851239669,39.66942148760331,76.28826357807037,INE127D01025,1.0,-20.661157024793383,1.0,2.0,1,2019-09-01
GUJGASLTD,55.371900826446286,44.62809917355372,48.401906797273654,INE844O01030,4.0,-10.743801652892564,13.0,17.0,2,2019-09-01
ICICIGI,57.85123966942148,42.14876033057851,35.92113576266349,INE765G01017,14.0,-15.70247933884297,5.0,19.0,3,2019-09-01
SBILIFE,59.50413223140496,40.49586776859504,33.33936251629175,INE123W01016,16.0,-19.00826446280992,3.0,19.0,4,2019-09-01
INDIGO,54.54545454545454,45.45454545454545,46.56549007663293,INE646L01027,5.0,-9.090909090909086,17.0,22.0,5,2019-09-01
PNCINFRA,57.85123966942148,42.14876033057851,32.64738575736341,INE195J01029,17.0,-15.70247933884297,7.0,24.0,6,2019-09-01
HDFCLIFE,53.71900826446281,45.45454545454545,45.946558483980304,INE795G01014,6.0,-8.264462809917354,20.0,26.0,7,2019-09-01
JKCEMENT,54.54545454545454,45.45454545454545,42.62748174847806,INE823G01014,9.0,-9.090909090909086,18.0,27.0,8,2019-09-01
BRIGADE,53.71900826446281,46.28099173553719,45.58451465341709,INE791I01019,7.0,-7.4380165289256155,26.0,33.0,9,2019-09-01
BAJFINANCE,55.371900826446286,44.62809917355372,23.76286375408729,INE296A01024,27.0,-10.743801652892564,12.0,39.0,10,2019-09-01
PRESTIGE,52.892561983471076,46.28099173553719,53.12381973980662,INE811K01011,3.0,-6.611570247933884,36.0,39.0,11,2019-09-01
GSPL,52.066115702479344,45.45454545454545,42.3161529962325,INE246F01010,10.0,-6.611570247933891,32.0,42.0,12,2019-09-01
CANFINHOME,52.892561983471076,46.28099173553719,38.87637831012582,INE477A01020,11.0,-6.611570247933884,34.0,45.0,13,2019-09-01
AUBANK,53.71900826446281,46.28099173553719,26.07673053726478,INE949L01017,23.0,-7.4380165289256155,25.0,48.0,14,2019-09-01
