Ticker,Positive,Negative,Momentum,ISIN Code,Rank_Mom,FIP,FIP_rank,Combined_Rank,Real_Rank,End_Date
JBCHEPHARM,59.01639344262295,39.34426229508197,53.06318080422445,,27.0,-19.67213114754098,4.0,31.0,7,2020-08-01
DIXON,56.557377049180324,43.44262295081967,57.82255723088554,,21.0,-13.114754098360656,10.0,31.0,8,2020-08-01
APLLTD,56.557377049180324,43.44262295081967,54.7811660474979,,23.0,-13.114754098360656,9.0,32.0,9,2020-08-01
GLENMARK,58.19672131147541,41.80327868852459,52.590629003186294,,29.0,-16.393442622950815,6.0,35.0,10,2020-08-01
JINDALSTEL,57.377049180327866,41.80327868852459,42.3201854296964,,40.0,-15.573770491803273,7.0,47.0,11,2020-08-01
ZYDUSLIFE,54.91803278688525,45.08196721311475,53.84778844755467,,25.0,-9.836065573770497,22.0,47.0,12,2020-08-01
SYNGENE,54.09836065573771,45.90163934426229,54.36122070469249,,24.0,-8.196721311475414,29.0,53.0,13,2020-08-01
ESCORTS,54.91803278688525,45.08196721311475,46.25934924924553,,35.0,-9.836065573770497,19.0,54.0,14,2020-08-01
BSOFT,53.278688524590166,45.08196721311475,50.96971677662376,,31.0,-8.196721311475414,26.0,57.0,15,2020-08-01
INFY,55.73770491803278,43.44262295081967,37.362727935377094,,46.0,-12.295081967213115,11.0,57.0,16,2020-08-01
RELIANCE,54.09836065573771,45.08196721311475,50.03520550038638,,34.0,-9.016393442622956,24.0,58.0,17,2020-08-01
AUROPHARMA,51.63934426229508,48.36065573770492,97.16625625790138,,5.0,-3.278688524590166,54.0,59.0,18,2020-08-01
DEEPAKNTR,52.459016393442624,47.540983606557376,61.87481817858027,,16.0,-4.918032786885249,44.0,60.0,19,2020-08-01
COROMANDEL,54.91803278688525,43.44262295081967,33.987318158656656,,47.0,-11.47540983606558,13.0,60.0,20,2020-08-01
ADANIGREEN,64.22764227642277,35.77235772357724,193.78730843991133,,3.0,-28.455284552845534,1.0,4.0,1,2020-09-01
LAURUSLABS,61.78861788617886,37.39837398373984,164.00403552160293,,6.0,-24.390243902439025,2.0,8.0,2,2020-09-01
CGPOWER,54.47154471544715,36.58536585365854,184.9313683359034,,4.0,-17.886178861788615,10.0,14.0,3,2020-09-01
ALOKINDS,60.16260162601627,39.83739837398374,112.20973869335862,,9.0,-20.32520325203253,5.0,14.0,4,2020-09-01
TANLA,56.91056910569105,40.65040650406504,225.14362375277446,,1.0,-16.260162601626014,13.0,14.0,5,2020-09-01
DIXON,58.536585365853654,41.46341463414634,86.2326056668842,,13.0,-17.073170731707314,11.0,24.0,6,2020-09-01
JPPOWER,57.72357723577236,36.58536585365854,67.57729468599032,,22.0,-21.138211382113823,4.0,26.0,7,2020-09-01
GLENMARK,58.536585365853654,41.46341463414634,73.37006371572315,,18.0,-17.073170731707314,12.0,30.0,8,2020-09-01
JINDALSTEL,59.34959349593496,39.83739837398374,66.1581132275402,,23.0,-19.512195121951223,7.0,30.0,9,2020-09-01
HEROMOTOCO,56.91056910569105,43.08943089430895,65.6019488980972,,24.0,-13.821138211382106,19.0,43.0,10,2020-09-01
RPOWER,53.65853658536586,42.27642276422765,78.95529995789286,,15.0,-11.382113821138212,28.0,43.0,11,2020-09-01
JBCHEPHARM,59.34959349593496,39.83739837398374,47.782113221322376,,40.0,-19.512195121951223,6.0,46.0,12,2020-09-01
CDSL,56.09756097560976,43.08943089430895,64.96293457777915,,26.0,-13.008130081300813,21.0,47.0,13,2020-09-01
ALKYLAMINE,54.47154471544715,45.52845528455284,106.41931890202576,,10.0,-8.943089430894311,38.0,48.0,14,2020-09-01
TATACONSUM,54.47154471544715,43.90243902439025,74.4718135956467,,17.0,-10.569105691056905,34.0,51.0,15,2020-09-01
BSOFT,53.65853658536586,44.71544715447154,77.78078685971902,,16.0,-8.943089430894318,36.0,52.0,16,2020-09-01
HINDALCO,55.28455284552846,43.08943089430895,45.028790750001036,,44.0,-12.195121951219512,22.0,66.0,17,2020-09-01
MUTHOOTFIN,57.72357723577236,42.27642276422765,42.62005483944831,,53.0,-15.447154471544714,15.0,68.0,18,2020-09-01
ADANIENT,57.72357723577236,42.27642276422765,40.4167789744587,,59.0,-15.447154471544714,14.0,73.0,19,2020-09-01
BLS,50.40650406504065,39.02439024390244,43.17846295140026,,50.0,-11.382113821138212,24.0,74.0,20,2020-09-01
ADANIGREEN,67.74193548387096,32.25806451612903,346.0866382060805,,2.0,-35.48387096774193,1.0,3.0,1,2020-10-01
LAURUSLABS,63.70967741935484,35.483870967741936,332.03566902954674,,3.0,-28.225806451612904,2.0,5.0,2,2020-10-01
TANLA,62.096774193548384,35.483870967741936,514.3208688563514,,1.0,-26.61290322580645,5.0,6.0,3,2020-10-01
ALOKINDS,63.70967741935484,36.29032258064516,314.5478066067671,,5.0,-27.41935483870968,3.0,8.0,4,2020-10-01
CGPOWER,57.25806451612904,33.87096774193548,331.4035480610348,,4.0,-23.38709677419356,7.0,11.0,5,2020-10-01
JPPOWER,59.67741935483871,32.25806451612903,215.43961352657,,14.0,-27.41935483870968,4.0,18.0,6,2020-10-01
MASTEK,59.67741935483871,40.32258064516129,300.43111752529893,,6.0,-19.354838709677423,20.0,26.0,7,2020-10-01
JINDALSTEL,61.29032258064516,38.70967741935484,165.68688888504082,,21.0,-22.58064516129032,12.0,33.0,8,2020-10-01
INTELLECT,57.25806451612904,41.935483870967744,294.75431273119864,,7.0,-15.322580645161295,32.0,39.0,9,2020-10-01
PERSISTENT,61.29032258064516,37.903225806451616,124.83195565357707,,34.0,-23.387096774193544,9.0,43.0,10,2020-10-01
ADANIENT,59.67741935483871,40.32258064516129,135.79101661332453,,27.0,-19.354838709677423,18.0,45.0,11,2020-10-01
FSL,58.87096774193549,40.32258064516129,150.562024641569,,24.0,-18.5483870967742,22.0,46.0,12,2020-10-01
DIXON,61.29032258064516,38.70967741935484,116.22419467564752,,40.0,-22.58064516129032,10.0,50.0,13,2020-10-01
INDIAMART,58.06451612903226,41.935483870967744,136.14448226151117,,26.0,-16.12903225806452,28.0,54.0,14,2020-10-01
CREDITACC,60.483870967741936,39.516129032258064,116.09757730851986,,41.0,-20.967741935483872,14.0,55.0,15,2020-10-01
GLENMARK,58.06451612903226,41.935483870967744,130.28847118640323,,29.0,-16.12903225806452,27.0,56.0,16,2020-10-01
MPHASIS,61.29032258064516,38.70967741935484,111.04387297853866,,45.0,-22.58064516129032,13.0,58.0,17,2020-10-01
KPITTECH,55.64516129032258,43.54838709677419,224.02207868567228,,11.0,-12.096774193548384,53.0,64.0,18,2020-10-01
BSOFT,55.64516129032258,42.74193548387097,202.09541365821298,,15.0,-12.903225806451609,50.0,65.0,19,2020-10-01
BLS,50.806451612903224,38.70967741935484,180.0014014014015,,18.0,-12.096774193548384,51.0,69.0,20,2020-10-01
ADANIGREEN,63.77952755905512,36.22047244094488,271.51443473335644,,2.0,-27.559055118110237,2.0,4.0,1,2020-11-01
TANLA,60.629921259842526,37.00787401574803,439.3349223049424,,1.0,-23.622047244094496,4.0,5.0,2,2020-11-01
LAURUSLABS,62.99212598425197,36.22047244094488,210.69507599528495,,6.0,-26.77165354330709,3.0,9.0,3,2020-11-01
CGPOWER,57.48031496062992,34.645669291338585,267.8498685435572,,3.0,-22.834645669291334,7.0,10.0,4,2020-11-01
JPPOWER,57.48031496062992,36.22047244094488,186.67612293144208,,8.0,-21.259842519685037,10.0,18.0,5,2020-11-01
ADANIENT,60.629921259842526,39.37007874015748,146.22305661485478,,14.0,-21.259842519685044,8.0,22.0,6,2020-11-01
PERSISTENT,61.417322834645674,38.582677165354326,128.48707657776703,,19.0,-22.834645669291348,5.0,24.0,7,2020-11-01
ALOKINDS,58.26771653543307,41.732283464566926,149.87226412021687,,13.0,-16.53543307086614,16.0,29.0,8,2020-11-01
MASTEK,57.48031496062992,42.51968503937008,201.17706559975477,,7.0,-14.960629921259837,25.0,32.0,9,2020-11-01
MPHASIS,59.84251968503938,40.15748031496063,98.83713333915527,,26.0,-19.685039370078748,13.0,39.0,10,2020-11-01
TATAELXSI,61.417322834645674,38.582677165354326,89.1124535886596,,35.0,-22.834645669291348,6.0,41.0,11,2020-11-01
JBCHEPHARM,59.84251968503938,39.37007874015748,84.8395337324776,,36.0,-20.472440944881896,11.0,47.0,12,2020-11-01
INTELLECT,55.118110236220474,44.09448818897638,216.82497809683437,,4.0,-11.023622047244096,48.0,52.0,13,2020-11-01
INDIAMART,56.69291338582677,43.30708661417323,106.37630360684662,,22.0,-13.38582677165354,31.0,53.0,14,2020-11-01
JSWSTEEL,65.35433070866141,34.645669291338585,64.17889507040361,,57.0,-30.708661417322823,1.0,58.0,15,2020-11-01
DIXON,58.26771653543307,41.732283464566926,77.58035032657719,,43.0,-16.53543307086614,18.0,61.0,16,2020-11-01
APLAPOLLO,55.118110236220474,44.09448818897638,117.81327444667697,,21.0,-11.023622047244096,44.0,65.0,17,2020-11-01
JINDALSTEL,55.90551181102362,44.09448818897638,97.70735986444356,,27.0,-11.811023622047244,42.0,69.0,18,2020-11-01
PNBHOUSING,56.69291338582677,42.51968503937008,76.37633950545603,,46.0,-14.173228346456689,26.0,72.0,19,2020-11-01
ENDURANCE,57.48031496062992,41.732283464566926,67.77639190612629,,52.0,-15.748031496062993,20.0,72.0,20,2020-11-01
TANLA,64.84375,33.59375,815.2481229173225,,1.0,-31.25,2.0,3.0,1,2020-12-01
CGPOWER,61.71875,31.25,532.5159299195972,,2.0,-30.46875,3.0,5.0,2,2020-12-01
ADANIGREEN,63.28125,36.71875,314.1896000792201,,3.0,-26.5625,4.0,7.0,3,2020-12-01
LAURUSLABS,62.5,37.5,241.88588184666676,,7.0,-25.0,5.0,12.0,4,2020-12-01
ADANIENT,60.9375,39.0625,154.9576567628942,,16.0,-21.875,8.0,24.0,5,2020-12-01
JPPOWER,55.46875,37.5,164.19172113289758,,13.0,-17.96875,19.0,32.0,6,2020-12-01
PGEL,53.90625,39.0625,254.20099140579552,,5.0,-14.84375,31.0,36.0,7,2020-12-01
CHOLAFIN,59.375,40.625,114.76581475516237,,29.0,-18.75,13.0,42.0,8,2020-12-01
DIXON,61.71875,38.28125,108.73112757475751,,36.0,-23.4375,6.0,42.0,9,2020-12-01
RKFORGE,57.8125,41.40625,153.70478397477387,,17.0,-16.40625,26.0,43.0,10,2020-12-01
MASTEK,57.03125,42.96875,191.37035218571015,,11.0,-14.0625,35.0,46.0,11,2020-12-01
FSL,57.03125,42.1875,131.21110133340733,,21.0,-14.84375,30.0,51.0,12,2020-12-01
TATAELXSI,60.9375,39.0625,101.57349297395956,,42.0,-21.875,10.0,52.0,13,2020-12-01
PERSISTENT,58.59375,41.40625,113.12342966021474,,31.0,-17.1875,23.0,54.0,14,2020-12-01
CHOLAHLDNG,60.15625,39.84375,99.0039469496346,,45.0,-20.3125,11.0,56.0,15,2020-12-01
POONAWALLA,55.46875,42.96875,245.59222241353345,,6.0,-12.5,52.0,58.0,16,2020-12-01
INTELLECT,55.46875,43.75,283.60835756219535,,4.0,-11.71875,58.0,62.0,17,2020-12-01
GPIL,53.125,41.40625,205.81897121533893,,8.0,-11.71875,57.0,65.0,18,2020-12-01
DALBHARAT,59.375,40.625,93.0743758522612,,52.0,-18.75,14.0,66.0,19,2020-12-01
CYIENT,56.25,43.75,140.48797535360538,,20.0,-12.5,46.0,66.0,20,2020-12-01
TANLA,67.1875,32.03125,818.7388675627798,,1.0,-35.15625,1.0,2.0,1,2021-01-01
CGPOWER,60.9375,35.9375,383.3060570690783,,2.0,-25.0,5.0,7.0,2,2021-01-01
LAURUSLABS,60.15625,39.0625,234.68768577344764,,3.0,-21.09375,12.0,15.0,3,2021-01-01
ADANIENT,60.15625,39.84375,179.1166331843308,,6.0,-20.3125,14.0,20.0,4,2021-01-01
APLAPOLLO,60.9375,39.0625,160.37343645811947,,13.0,-21.875,9.0,22.0,5,2021-01-01
ADANIGREEN,59.375,40.625,179.18550555012837,,5.0,-18.75,18.0,23.0,6,2021-01-01
RKFORGE,60.15625,39.0625,160.2017103627072,,14.0,-21.09375,13.0,27.0,7,2021-01-01
DIXON,62.5,37.5,113.46937174176786,,23.0,-25.0,6.0,29.0,8,2021-01-01
SAIL,60.15625,38.28125,123.72032237085664,,20.0,-21.875,11.0,31.0,9,2021-01-01
COFORGE,60.15625,39.84375,100.92215568926149,,32.0,-20.3125,15.0,47.0,10,2021-01-01
GPIL,54.6875,39.0625,150.24472539574484,,16.0,-15.625,31.0,47.0,11,2021-01-01
INDIAMART,57.03125,42.96875,177.15581777725137,,7.0,-14.0625,41.0,48.0,12,2021-01-01
FSL,56.25,42.96875,181.06563179311826,,4.0,-13.28125,48.0,52.0,13,2021-01-01
PERSISTENT,57.8125,42.1875,132.45931269443525,,18.0,-15.625,34.0,52.0,14,2021-01-01
TATAELXSI,60.15625,39.84375,97.18328240288945,,36.0,-20.3125,16.0,52.0,15,2021-01-01
JSWSTEEL,65.625,34.375,82.7423225042108,,51.0,-31.25,3.0,54.0,16,2021-01-01
TATASTEEL,60.9375,38.28125,86.00532718891796,,49.0,-22.65625,8.0,57.0,17,2021-01-01
PGEL,53.125,41.40625,170.9922145774831,,9.0,-11.71875,60.0,69.0,18,2021-01-01
INTELLECT,55.46875,43.75,169.89018565914665,,11.0,-11.71875,58.0,69.0,19,2021-01-01
CHOLAFIN,59.375,40.625,78.38346655653115,,60.0,-18.75,19.0,79.0,20,2021-01-01
TANLA,61.6,38.4,454.43914398831555,,1.0,-23.200000000000003,5.0,6.0,1,2021-02-01
RKFORGE,62.4,36.8,208.72151751451807,,5.0,-25.6,2.0,7.0,2,2021-02-01
TATAELXSI,61.6,38.4,172.60194593634392,,6.0,-23.200000000000003,6.0,12.0,3,2021-02-01
CGPOWER,59.199999999999996,39.2,314.07403130209383,,3.0,-19.999999999999993,13.0,16.0,4,2021-02-01
ADANIGREEN,60.8,39.2,163.42754294010882,,8.0,-21.599999999999994,8.0,16.0,5,2021-02-01
PGEL,57.599999999999994,39.2,261.2283160615516,,4.0,-18.39999999999999,19.0,23.0,6,2021-02-01
TMPV,61.6,38.4,128.26292847796515,,16.0,-23.200000000000003,7.0,23.0,7,2021-02-01
GPIL,59.199999999999996,37.6,134.08540102280045,,14.0,-21.599999999999994,10.0,24.0,8,2021-02-01
TTML,50.4,34.4,423.7977012292775,,2.0,-16.0,23.0,25.0,9,2021-02-01
APLAPOLLO,59.199999999999996,40.8,141.61510195153872,,12.0,-18.4,16.0,28.0,10,2021-02-01
ADANIENT,57.599999999999994,42.4,158.9894861279613,,9.0,-15.199999999999996,25.0,34.0,11,2021-02-01
INDIAMART,56.8,43.2,140.11612087540772,,13.0,-13.599999999999994,43.0,56.0,12,2021-02-01
ASHOKLEY,54.400000000000006,40.8,99.36369428780985,,29.0,-13.600000000000009,37.0,66.0,13,2021-02-01
DIXON,60.8,39.2,70.3610249234111,,58.0,-21.599999999999994,9.0,67.0,14,2021-02-01
ATGL,56.09756097560976,43.90243902439025,120.4365839596186,,21.0,-12.195121951219512,48.0,69.0,15,2021-02-01
EMAMILTD,56.8,43.2,104.4215339457522,,27.0,-13.599999999999994,42.0,69.0,16,2021-02-01
CENTURYPLY,58.4,40.8,73.8517148206401,,56.0,-17.6,20.0,76.0,17,2021-02-01
HAVELLS,60.0,40.0,64.5967268589218,,69.0,-20.0,11.0,80.0,18,2021-02-01
KPRMILL,55.2,44.800000000000004,127.55173292122043,,17.0,-10.399999999999999,73.0,90.0,19,2021-02-01
KAJARIACER,55.2,44.0,94.180081091753,,32.0,-11.200000000000003,66.0,98.0,20,2021-02-01
PGEL,62.903225806451616,36.29032258064516,474.4257974733371,,1.0,-26.612903225806456,1.0,2.0,1,2021-03-01
TANLA,61.29032258064516,38.70967741935484,289.28720733961813,,3.0,-22.58064516129032,4.0,7.0,2,2021-03-01
DIXON,62.903225806451616,37.096774193548384,119.27889209373532,,17.0,-25.80645161290323,3.0,20.0,3,2021-03-01
RKFORGE,59.67741935483871,39.516129032258064,135.68759240714078,,14.0,-20.161290322580648,8.0,22.0,4,2021-03-01
ADANIENT,59.67741935483871,40.32258064516129,147.6730990475541,,13.0,-19.354838709677423,9.0,22.0,5,2021-03-01
TTML,54.83870967741935,37.096774193548384,332.5019751347381,,2.0,-17.741935483870968,23.0,25.0,6,2021-03-01
ADANIGREEN,58.87096774193549,41.12903225806452,123.8834294719764,,16.0,-17.741935483870968,18.0,34.0,7,2021-03-01
TATACHEM,58.87096774193549,41.12903225806452,125.6164696699385,,15.0,-17.741935483870968,22.0,37.0,8,2021-03-01
TMPV,59.67741935483871,40.32258064516129,108.09729193629805,,26.0,-19.354838709677423,15.0,41.0,9,2021-03-01
KAJARIACER,58.87096774193549,41.12903225806452,108.98055964593927,,23.0,-17.741935483870968,21.0,44.0,10,2021-03-01
APLAPOLLO,58.06451612903226,41.935483870967744,118.45713534575904,,19.0,-16.12903225806452,28.0,47.0,11,2021-03-01
CGPOWER,56.451612903225815,41.935483870967744,151.52433659641665,,11.0,-14.516129032258071,38.0,49.0,12,2021-03-01
LINDEINDIA,58.06451612903226,41.12903225806452,106.11664336781152,,27.0,-16.935483870967744,25.0,52.0,13,2021-03-01
TATAELXSI,57.25806451612904,42.74193548387097,118.86115018036061,,18.0,-14.516129032258071,41.0,59.0,14,2021-03-01
ATGL,55.73770491803278,44.26229508196721,167.52635631101046,,8.0,-11.475409836065573,56.0,64.0,15,2021-03-01
DALBHARAT,59.67741935483871,40.32258064516129,72.33721764089083,,55.0,-19.354838709677423,12.0,67.0,16,2021-03-01
APOLLOHOSP,58.06451612903226,41.12903225806452,76.51747637610731,,48.0,-16.935483870967744,24.0,72.0,17,2021-03-01
CENTURYPLY,57.25806451612904,41.935483870967744,75.88942049133725,,49.0,-15.322580645161295,33.0,82.0,18,2021-03-01
TIINDIA,60.483870967741936,39.516129032258064,57.891855586874286,,87.0,-20.967741935483872,6.0,93.0,19,2021-03-01
MOTHERSON,58.06451612903226,41.935483870967744,66.26948627134652,,66.0,-16.12903225806452,30.0,96.0,20,2021-03-01
ATGL,61.15702479338842,38.84297520661157,358.3678161364707,,2.0,-22.314049586776854,9.0,11.0,1,2021-04-01
PGEL,60.97560975609756,38.21138211382114,325.8253728866209,,3.0,-22.764227642276424,8.0,11.0,2,2021-04-01
ADANIENT,60.97560975609756,39.02439024390244,183.75358322420414,,9.0,-21.951219512195124,10.0,19.0,3,2021-04-01
TTML,57.72357723577236,39.02439024390244,371.3514596786688,,1.0,-18.699186991869922,21.0,22.0,4,2021-04-01
APLAPOLLO,60.16260162601627,39.83739837398374,130.36990835839822,,17.0,-20.32520325203253,13.0,30.0,5,2021-04-01
GPIL,60.97560975609756,36.58536585365854,99.83450396584459,,27.0,-24.390243902439025,3.0,30.0,6,2021-04-01
DIXON,61.78861788617886,38.21138211382114,95.62907940342606,,29.0,-23.577235772357724,6.0,35.0,7,2021-04-01
TMPV,60.16260162601627,39.83739837398374,106.34417870069277,,24.0,-20.32520325203253,15.0,39.0,8,2021-04-01
PRAJIND,58.536585365853654,40.65040650406504,132.1063614176671,,16.0,-17.886178861788615,24.0,40.0,9,2021-04-01
TATACHEM,58.536585365853654,41.46341463414634,136.22523756792089,,15.0,-17.073170731707314,27.0,42.0,10,2021-04-01
TATASTEEL,59.34959349593496,40.65040650406504,106.71234266137795,,23.0,-18.699186991869922,20.0,43.0,11,2021-04-01
CGPOWER,56.91056910569105,41.46341463414634,163.2387056145597,,11.0,-15.447154471544714,33.0,44.0,12,2021-04-01
DALBHARAT,63.41463414634146,36.58536585365854,80.6776319834422,,44.0,-26.829268292682926,2.0,46.0,13,2021-04-01
LINDEINDIA,57.72357723577236,41.46341463414634,108.58741446328071,,21.0,-16.26016260162602,28.0,49.0,14,2021-04-01
TANLA,57.72357723577236,42.27642276422765,151.39067924055198,,13.0,-15.447154471544714,37.0,50.0,15,2021-04-01
OLECTRA,56.91056910569105,43.08943089430895,236.87290541160132,,4.0,-13.821138211382106,50.0,54.0,16,2021-04-01
INTELLECT,56.91056910569105,43.08943089430895,203.594835131142,,7.0,-13.821138211382106,47.0,54.0,17,2021-04-01
SAIL,57.72357723577236,42.27642276422765,98.18149272334205,,28.0,-15.447154471544714,34.0,62.0,18,2021-04-01
TIINDIA,57.72357723577236,42.27642276422765,92.84602777048485,,32.0,-15.447154471544714,38.0,70.0,19,2021-04-01
CENTURYPLY,60.16260162601627,39.02439024390244,71.10219897054881,,59.0,-21.13821138211383,12.0,71.0,20,2021-04-01
ATGL,61.34453781512605,38.655462184873954,336.0723861963398,,1.0,-22.6890756302521,9.0,10.0,1,2021-05-01
VEDL,66.11570247933885,33.88429752066116,145.3182041170975,,15.0,-32.23140495867769,1.0,16.0,2,2021-05-01
PRAJIND,61.15702479338842,38.84297520661157,160.31422721720764,,14.0,-22.314049586776854,12.0,26.0,3,2021-05-01
DIXON,62.8099173553719,37.1900826446281,118.01881436074244,,24.0,-25.619834710743802,3.0,27.0,4,2021-05-01
TATASTEEL,61.98347107438017,38.01652892561984,120.21954190289001,,23.0,-23.96694214876033,6.0,29.0,5,2021-05-01
GPIL,61.98347107438017,36.36363636363637,115.08337180109658,,26.0,-25.619834710743802,4.0,30.0,6,2021-05-01
ADANIENT,60.33057851239669,39.66942148760331,169.3547672023941,,13.0,-20.661157024793383,20.0,33.0,7,2021-05-01
SAIL,59.50413223140496,40.49586776859504,180.79663577244824,,8.0,-19.00826446280992,29.0,37.0,8,2021-05-01
APLAPOLLO,61.15702479338842,38.84297520661157,112.45341799762004,,28.0,-22.314049586776854,10.0,38.0,9,2021-05-01
GRAPHITE,58.67768595041323,41.32231404958678,268.9905952947505,,3.0,-17.355371900826448,36.0,39.0,10,2021-05-01
TMPV,61.15702479338842,38.84297520661157,98.27583040103795,,33.0,-22.314049586776854,15.0,48.0,11,2021-05-01
TATACHEM,59.50413223140496,40.49586776859504,124.80637489063957,,20.0,-19.00826446280992,30.0,50.0,12,2021-05-01
DEEPAKNTR,59.50413223140496,40.49586776859504,114.06801171407417,,27.0,-19.00826446280992,27.0,54.0,13,2021-05-01
KIRLOSBROS,58.67768595041323,40.49586776859504,116.43938336254234,,25.0,-18.181818181818187,33.0,58.0,14,2021-05-01
IEX,59.50413223140496,38.84297520661157,91.66313865052503,,40.0,-20.66115702479339,19.0,59.0,15,2021-05-01
TIINDIA,60.33057851239669,39.66942148760331,93.58304305497617,,38.0,-20.661157024793383,23.0,61.0,16,2021-05-01
TANLA,58.67768595041323,41.32231404958678,121.34724194842525,,22.0,-17.355371900826448,41.0,63.0,17,2021-05-01
OLECTRA,57.85123966942148,42.14876033057851,199.6666762016345,,6.0,-15.70247933884297,57.0,63.0,18,2021-05-01
SARDAEN,60.33057851239669,38.01652892561984,83.2908703218242,,51.0,-22.314049586776854,13.0,64.0,19,2021-05-01
ADANIPOWER,53.71900826446281,38.01652892561984,126.52508193479575,,19.0,-15.70247933884297,46.0,65.0,20,2021-05-01
ATGL,63.02521008403361,36.97478991596639,199.75438244874226,,3.0,-26.05042016806722,2.0,5.0,1,2021-06-01
PRAJIND,61.98347107438017,38.01652892561984,209.75347805128783,,2.0,-23.96694214876033,4.0,6.0,2,2021-06-01
KIRLOSBROS,58.67768595041323,40.49586776859504,169.0069057401222,,6.0,-18.181818181818187,17.0,23.0,3,2021-06-01
SAREGAMA,58.67768595041323,41.32231404958678,184.5108333838137,,4.0,-17.355371900826448,25.0,29.0,4,2021-06-01
ADANIENT,58.67768595041323,41.32231404958678,141.75369299207122,,13.0,-17.355371900826448,19.0,32.0,5,2021-06-01
VEDL,60.33057851239669,39.66942148760331,105.71092798996978,,22.0,-20.661157024793383,12.0,34.0,6,2021-06-01
PERSISTENT,60.33057851239669,39.66942148760331,92.55643791222093,,33.0,-20.661157024793383,10.0,43.0,7,2021-06-01
GPIL,60.33057851239669,38.01652892561984,83.80385150743581,,37.0,-22.314049586776854,6.0,43.0,8,2021-06-01
SAIL,58.67768595041323,41.32231404958678,96.13794633759983,,28.0,-17.355371900826448,24.0,52.0,9,2021-06-01
CDSL,57.85123966942148,40.49586776859504,100.07478752046461,,25.0,-17.35537190082644,28.0,53.0,10,2021-06-01
MASTEK,58.67768595041323,41.32231404958678,86.83652521489667,,35.0,-17.355371900826448,23.0,58.0,11,2021-06-01
CENTURYPLY,58.67768595041323,40.49586776859504,78.54616202086903,,45.0,-18.181818181818187,16.0,61.0,12,2021-06-01
APLAPOLLO,57.85123966942148,42.14876033057851,87.72828001983288,,34.0,-15.70247933884297,32.0,66.0,13,2021-06-01
UPL,58.67768595041323,41.32231404958678,80.077135231127,,42.0,-17.355371900826448,27.0,69.0,14,2021-06-01
RTNINDIA,85.71428571428571,14.285714285714285,59.34579439252339,,69.0,-71.42857142857142,1.0,70.0,15,2021-06-01
GRAPHITE,56.19834710743802,43.80165289256198,164.01047836288888,,8.0,-12.396694214876035,62.0,70.0,16,2021-06-01
NMDC,60.33057851239669,38.84297520661157,61.05143269539359,,64.0,-21.48760330578512,8.0,72.0,17,2021-06-01
HAPPSTMNDS,56.19834710743802,43.80165289256198,148.33706217004914,,11.0,-12.396694214876035,63.0,74.0,18,2021-06-01
TATASTEEL,59.50413223140496,40.49586776859504,62.407022413944134,,61.0,-19.00826446280992,15.0,76.0,19,2021-06-01
ADANIPOWER,52.892561983471076,39.66942148760331,105.16176591905074,,23.0,-13.223140495867767,54.0,77.0,20,2021-06-01
RTNINDIA,89.47368421052632,10.526315789473683,294.3585861222785,,2.0,-78.94736842105263,1.0,3.0,1,2021-07-01
TTML,61.98347107438017,37.1900826446281,441.5421561611269,,1.0,-24.79338842975207,3.0,4.0,2,2021-07-01
SAREGAMA,60.33057851239669,38.84297520661157,212.5693801971763,,5.0,-21.48760330578512,7.0,12.0,3,2021-07-01
RPOWER,52.892561983471076,36.36363636363637,263.6021495039729,,3.0,-16.52892561983471,19.0,22.0,4,2021-07-01
ADANIENT,60.33057851239669,39.66942148760331,126.38864090833692,,17.0,-20.661157024793383,8.0,25.0,5,2021-07-01
GPIL,59.50413223140496,40.49586776859504,133.15742612614466,,15.0,-19.00826446280992,11.0,26.0,6,2021-07-01
ATGL,59.66386554621849,40.33613445378151,103.92942448566953,,28.0,-19.327731092436977,9.0,37.0,7,2021-07-01
PRAJIND,57.02479338842975,42.97520661157025,182.04012929128766,,10.0,-14.049586776859499,35.0,45.0,8,2021-07-01
KIRLOSBROS,56.19834710743802,42.97520661157025,216.0792341333775,,4.0,-13.223140495867767,41.0,45.0,9,2021-07-01
LAURUSLABS,63.63636363636363,36.36363636363637,71.11419163716594,,47.0,-27.272727272727266,2.0,49.0,10,2021-07-01
PGEL,56.19834710743802,42.97520661157025,196.59070009679945,,9.0,-13.223140495867767,42.0,51.0,11,2021-07-01
ANGELONE,56.19834710743802,42.97520661157025,156.20268774233054,,12.0,-13.223140495867767,39.0,51.0,12,2021-07-01
MASTEK,59.50413223140496,40.49586776859504,83.44229588125746,,41.0,-19.00826446280992,14.0,55.0,13,2021-07-01
PERSISTENT,59.50413223140496,40.49586776859504,80.60837530382554,,42.0,-19.00826446280992,15.0,57.0,14,2021-07-01
HAPPSTMNDS,56.19834710743802,43.80165289256198,171.11387011075846,,11.0,-12.396694214876035,47.0,58.0,15,2021-07-01
CDSL,57.85123966942148,41.32231404958678,88.04977411495204,,38.0,-16.528925619834702,21.0,59.0,16,2021-07-01
POONAWALLA,55.371900826446286,44.62809917355372,205.95483520275914,,6.0,-10.743801652892564,65.0,71.0,17,2021-07-01
ADANIPOWER,52.892561983471076,40.49586776859504,101.47356788230972,,29.0,-12.396694214876035,44.0,73.0,18,2021-07-01
POLYCAB,57.02479338842975,42.14876033057851,80.53043523530879,,43.0,-14.876033057851238,32.0,75.0,19,2021-07-01
