Date,Open,High,Low,Close,Volume,OI,Ticker,%change,Buy_Hold_Value,Quantity,Total_Portfolio_Value,Year-Month,Weight,Weight_Percent
2023-01-17,319.0,325.0,314.2,315.3,438747,0,KIRLOSENG,,3.75,0.011893434823977164,75.0,,0.0375,0.0375
2023-01-17,33.4,34.1,31.7,32.0,68432478,0,MAHABANK,,3.75,0.1171875,75.0,,0.0375,0.0375
2023-01-17,386.2,387.35,379.6,383.45,2401048,0,MAZDOCK,,3.75,0.009779632285826054,75.0,,0.0375,0.0375
2023-01-17,59.2,59.45,56.75,57.75,116738590,0,PNB,,3.75,0.06493506493506493,75.0,,0.0375,0.0375
2023-01-17,218.1,218.25,210.7,216.05,292492,0,TITAGARH,,3.75,0.017357093265447814,75.0,,0.0375,0.0375
2023-01-17,32.8,33.1,31.1,31.7,46527789,0,UCOBANK,,3.75,0.11829652996845426,75.0,,0.0375,0.0375
2023-01-17,83.5,83.8,79.8,81.45,22262142,0,UNIONBANK,,3.75,0.04604051565377532,75.0,,0.0375,0.0375
2023-01-18,3541.75,3541.75,3424.35,3491.95,3761807,0,ADANIENT,-0.011716925863557326,3.7060615280116602,0.0010613157485106202,75.01010339964817,,0.03706451267183492,0.03706451267183492
2023-01-18,921.9,925.6,913.25,924.0,5730939,0,AXISBANK,0.00686498855835227,3.775743707093821,0.004086302713305002,75.01010339964817,,0.03776140774226768,0.03776140774226768
2023-01-18,182.1,182.35,177.35,178.25,21152950,0,BANKBARODA,-0.019526952695269606,3.676773927392739,0.020627062706270627,75.01010339964817,,0.03677160586603506,0.03677160586603506
2023-01-18,80.0,81.2,79.55,80.9,12217656,0,BHEL,0.013784461152882344,3.801691729323309,0.04699248120300752,75.01010339964817,,0.03802091525218479,0.03802091525218479
2023-01-18,64.0,64.4,63.15,63.5,27292015,0,CANBK,-0.006259780907668211,3.726525821596244,0.05868544600938967,75.01010339964817,,0.03726917712846981,0.03726917712846981
2023-01-18,328.0,336.5,323.3,336.5,1578862,0,FACT,0.0499219968798752,3.937207488299532,0.01170046801872075,75.01010339964817,,0.03937621535388125,0.03937621535388125
2023-01-18,49.95,49.95,48.22,48.46,2210772,0,GOLDBEES,-0.0008247422680411898,24.97938144329897,0.5154639175257731,24.97938144329897,2023-01,0.24982008340710954,0.24982008340710954
2023-01-18,493.0,495.4,486.0,487.6,220085,0,GRSE,-0.01075268817204289,3.709677419354839,0.007608034083992697,75.01010339964817,,0.03710067538783309,0.03710067538783309
2023-01-18,288.4,288.7,277.75,280.6,1649373,0,INDIANB,-0.02450895185120794,3.6580914305579704,0.013036676516600036,75.01010339964817,,0.03658476125068263,0.03658476125068263
2023-01-18,32.9,33.4,32.8,33.05,26275227,0,IRFC,0.010703363914372988,3.7901376146788985,0.1146788990825688,75.01010339964817,,0.03790536195513002,0.03790536195513002
2023-01-18,56.2,56.55,55.3,55.7,3880411,0,J&KBANK,-0.008014247551202058,3.7199465716829923,0.06678539626001781,75.01010339964817,,0.037203377710425145,0.037203377710425145
2023-01-18,588.95,603.5,587.75,601.05,4079261,0,JINDALSTEL,0.02594520781770071,3.8472945293163776,0.006400955876077494,75.01010339964817,,0.038476991209218644,0.038476991209218644
2023-01-18,244.15,248.7,241.0,243.4,875398,0,JSL,-0.0026633886498668158,3.7400122925629993,0.015365703749231715,75.01010339964817,,0.03740405602086473,0.03740405602086473
2023-01-18,90.0,90.0,87.75,88.2,2651995,0,KARURVYSYA,-0.01945525291828798,3.67704280155642,0.04168982768204558,75.01010339964817,,0.036774294890427016,0.036774294890427016
2023-01-18,316.9,328.15,316.55,323.85,420875,0,KIRLOSENG,0.027117031398667946,3.851688867745005,0.011893434823977164,75.01010339964817,,0.038520939214706715,0.038520939214706715
2023-01-18,32.45,32.45,31.8,32.0,25081019,0,MAHABANK,0.0,3.75,0.1171875,75.01010339964817,,0.037503943598570406,0.037503943598570406
2023-01-18,383.9,389.75,378.55,380.95,2720340,0,MAZDOCK,-0.006519754857217341,3.725550919285435,0.009779632285826054,75.01010339964817,,0.037259427080128825,0.037259427080128825
2023-01-18,57.85,58.0,56.45,56.75,68557704,0,PNB,-0.017316017316017285,3.6850649350649354,0.06493506493506493,75.01010339964817,,0.03685452466179863,0.03685452466179863
2023-01-18,216.45,222.5,216.3,219.95,422679,0,TITAGARH,0.018051376996065516,3.8176926637352455,0.017357093265447814,75.01010339964817,,0.03818094142330738,0.03818094142330738
2023-01-18,31.6,31.95,30.85,31.05,19946654,0,UCOBANK,-0.02050473186119872,3.6731072555205047,0.11829652996845426,75.01010339964817,,0.0367349352913442,0.0367349352913442
2023-01-18,81.5,82.25,80.65,81.25,8064214,0,UNIONBANK,-0.0024554941682013443,3.740791896869245,0.04604051565377532,75.01010339964817,,0.037411852883779566,0.037411852883779566
2023-01-19,3368.95,3434.65,3326.9,3362.65,3807209,0,ADANIENT,-0.03702802159251983,3.5688334017292376,0.0010613157485106202,74.76124023104465,,0.03577374733377316,0.03577374733377316
2023-01-19,923.6,938.0,920.75,928.7,7721730,0,AXISBANK,0.005086580086580028,3.7949493298463546,0.004086302713305002,74.76124023104465,,0.038040318274485584,0.038040318274485584
2023-01-19,177.95,178.3,176.0,177.9,10865755,0,BANKBARODA,-0.00196353436185126,3.6695544554455446,0.020627062706270627,74.76124023104465,,0.03678336843995668,0.03678336843995668
2023-01-19,80.95,81.8,79.6,80.0,11636323,0,BHEL,-0.011124845488257207,3.7593984962406015,0.04699248120300752,74.76124023104465,,0.03768395909607704,0.03768395909607704
2023-01-19,63.35,64.25,62.9,64.05,22833170,0,CANBK,0.008661417322834541,3.758802816901408,0.05868544600938967,74.76124023104465,,0.03767798804622026,0.03767798804622026
2023-01-19,337.0,351.35,323.6,329.2,2867245,0,FACT,-0.02169390787518577,3.8517940717628703,0.01170046801872075,74.76124023104465,,0.038610126165655186,0.038610126165655186
2023-01-19,49.9,49.9,48.1,48.5,1803822,0,GOLDBEES,0.0008254230293025522,25.0,0.5154639175257731,25.0,2023-01,0.2505983279889123,0.2505983279889123
2023-01-19,486.95,487.5,476.3,479.9,185737,0,GRSE,-0.01579163248564408,3.651095556908095,0.007608034083992697,74.76124023104465,,0.036598337675556605,0.036598337675556605
2023-01-19,280.1,289.7,279.5,287.6,1255619,0,INDIANB,0.024946543121881604,3.7493481661741703,0.013036676516600036,74.76124023104465,,0.03758321525966166,0.03758321525966166
2023-01-19,32.8,33.6,32.45,33.15,43947894,0,IRFC,0.00302571860816947,3.801605504587156,0.1146788990825688,74.76124023104465,,0.03810703932491946,0.03810703932491946
2023-01-19,55.05,55.95,55.05,55.7,3571677,0,J&KBANK,0.0,3.7199465716829923,0.06678539626001781,74.76124023104465,,0.03728849564287377,0.03728849564287377
2023-01-19,597.95,606.7,596.3,604.85,2226506,0,JINDALSTEL,0.006322269361950017,3.8716181616454723,0.006400955876077494,74.76124023104465,,0.03880884151679447,0.03880884151679447
2023-01-19,243.45,246.8,242.0,245.75,497539,0,JSL,0.00965488907148715,3.7761216963736937,0.015365703749231715,74.76124023104465,,0.03785159133575611,0.03785159133575611
2023-01-19,88.25,89.6,87.25,88.4,1599044,0,KARURVYSYA,0.0022675736961450532,3.6853807670928287,0.04168982768204558,74.76124023104465,,0.036942010329438314,0.036942010329438314
2023-01-19,323.5,325.5,316.0,318.15,255613,0,KIRLOSENG,-0.017600741083835247,3.7838962892483345,0.011893434823977164,74.76124023104465,,0.03792952333476329,0.03792952333476329
2023-01-19,32.0,32.0,31.5,31.6,19818654,0,MAHABANK,-0.012499999999999956,3.703125,0.1171875,74.76124023104465,,0.037119877333357636,0.037119877333357636
2023-01-19,378.5,379.45,367.0,368.95,2197118,0,MAZDOCK,-0.03150019687623051,3.6081953318555224,0.009779632285826054,74.76124023104465,,0.036168308688815695,0.036168308688815695
2023-01-19,56.7,57.35,56.2,57.2,59090340,0,PNB,0.007929515418502175,3.7142857142857144,0.06493506493506493,74.76124023104465,,0.037231751586924114,0.037231751586924114
2023-01-19,219.25,224.0,219.0,219.85,393538,0,TITAGARH,-0.00045464878381451523,3.8159569544087004,0.017357093265447814,74.76124023104465,,0.038250897298099294,0.038250897298099294
2023-01-19,31.0,31.65,30.5,31.45,23916086,0,UCOBANK,0.012882447665056418,3.7204258675078865,0.11829652996845426,74.76124023104465,,0.037293300072166996,0.037293300072166996
2023-01-19,80.9,82.25,80.5,81.6,8762013,0,UNIONBANK,0.004307692307692346,3.7569060773480665,0.04604051565377532,74.76124023104465,,0.03765897525579234,0.03765897525579234
2023-01-20,3349.5,3376.05,3340.75,3355.5,1555566,0,ADANIENT,-0.0021262991985487867,3.5612449941273865,0.0010613157485106202,74.91995438931025,,0.03559323848799986,0.03559323848799986
2023-01-20,931.25,934.85,924.65,930.55,4511360,0,AXISBANK,0.0019920318725099584,3.802508989865969,0.004086302713305002,74.91995438931025,,0.03800457692527447,0.03800457692527447
2023-01-20,178.45,181.8,177.8,179.35,20620881,0,BANKBARODA,0.008150646430578945,3.6994636963696372,0.020627062706270627,74.91995438931025,,0.03697467987732381,0.03697467987732381
2023-01-20,80.7,83.35,80.3,80.8,34188777,0,BHEL,0.010000000000000009,3.796992481203007,0.04699248120300752,74.91995438931025,,0.03794944159794212,0.03794944159794212
2023-01-20,64.15,65.25,63.6,63.8,33990715,0,CANBK,-0.0039032006245121043,3.7441314553990606,0.05868544600938967,74.91995438931025,,0.03742111650341399,0.03742111650341399
2023-01-20,327.5,329.0,315.0,318.6,898009,0,FACT,-0.032199270959902715,3.727769110764431,0.01170046801872075,74.91995438931025,,0.037257581325193,0.037257581325193
2023-01-20,49.95,49.95,48.61,48.76,2310265,0,GOLDBEES,0.005360824742268067,25.1340206185567,0.5154639175257731,25.1340206185567,2023-01,0.2512046184729841,0.2512046184729841
2023-01-20,480.9,502.4,480.1,495.6,916168,0,GRSE,0.03271514898937289,3.7705416920267814,0.007608034083992697,74.91995438931025,,0.0376850763973177,0.0376850763973177
2023-01-20,287.6,290.55,285.55,286.9,709775,0,INDIANB,-0.00243393602225328,3.74022249261255,0.013036676516600036,74.91995438931025,,0.037382047962796754,0.037382047962796754
2023-01-20,33.15,34.15,32.95,33.1,37966558,0,IRFC,-0.0015082956259425684,3.795871559633028,0.1146788990825688,74.91995438931025,,0.03793823842915356,0.03793823842915356
2023-01-20,55.3,56.05,54.9,55.2,2699359,0,J&KBANK,-0.008976660682226245,3.6865538735529833,0.06678539626001781,74.91995438931025,,0.03684565129234616,0.03684565129234616
2023-01-20,603.8,609.0,597.6,601.1,1255170,0,JINDALSTEL,-0.006199884268827005,3.8476145771101815,0.006400955876077494,74.91995438931025,,0.038455389471609244,0.038455389471609244
2023-01-20,246.7,263.1,245.55,255.45,2703329,0,JSL,0.039471007121058,3.9251690227412412,0.015365703749231715,74.91995438931025,,0.03923051555355613,0.03923051555355613
2023-01-20,88.9,89.25,87.1,87.6,1557841,0,KARURVYSYA,-0.009049773755656187,3.652028904947192,0.04168982768204558,74.91995438931025,,0.03650058785430607,0.03650058785430607
2023-01-20,319.55,325.0,318.0,322.5,143228,0,KIRLOSENG,0.013672795851013664,3.8356327307326357,0.011893434823977164,74.91995438931025,,0.03833563564497114,0.03833563564497114
2023-01-20,31.8,31.9,31.0,31.3,22127069,0,MAHABANK,-0.009493670886076,3.66796875,0.1171875,74.91995438931025,,0.036659900315920466,0.036659900315920466
2023-01-20,369.9,393.7,366.25,383.7,12100912,0,MAZDOCK,0.03997831684510089,3.7524449080714564,0.009779632285826054,74.91995438931025,,0.037504206182477136,0.037504206182477136
2023-01-20,57.45,58.1,56.75,56.95,60893155,0,PNB,-0.004370629370629375,3.6980519480519485,0.06493506493506493,74.91995438931025,,0.03696057000994894,0.03696057000994894
2023-01-20,220.75,223.95,219.0,220.4,312188,0,TITAGARH,0.0025017057084375516,3.8255033557046967,0.017357093265447814,74.91995438931025,,0.03823439653850742,0.03823439653850742
2023-01-20,31.45,31.65,30.6,30.85,14979887,0,UCOBANK,-0.019077901430842537,3.6494479495268144,0.11829652996845426,74.91995438931025,,0.036474792223296165,0.036474792223296165
2023-01-20,81.95,83.5,80.65,81.25,25750876,0,UNIONBANK,-0.0042892156862744946,3.7407918968692453,0.04604051565377532,74.91995438931025,,0.037387738933661735,0.037387738933661735
2023-01-23,3342.75,3359.2,3313.15,3336.25,1004103,0,ADANIENT,-0.005736849947846845,3.540814665968557,0.0010613157485106202,75.36703016824654,,0.03522981144260112,0.03522981144260112
2023-01-23,936.0,939.7,924.45,932.7,5236124,0,AXISBANK,0.0023104615549944807,3.811294540699575,0.004086302713305002,75.36703016824654,,0.03792098731163961,0.03792098731163961
2023-01-23,180.45,182.1,179.85,180.55,12719955,0,BANKBARODA,0.006690827989963788,3.724216171617162,0.020627062706270627,75.36703016824654,,0.03705458937418544,0.03705458937418544
2023-01-23,81.1,81.45,79.5,80.2,10598963,0,BHEL,-0.007425742574257321,3.7687969924812035,0.04699248120300752,75.36703016824654,,0.03749815224351369,0.03749815224351369
2023-01-23,64.3,65.3,63.9,64.6,65416825,0,CANBK,0.012539184952978122,3.7910798122065725,0.05868544600938967,75.36703016824654,,0.03771985815342171,0.03771985815342171
2023-01-23,321.95,334.5,320.35,329.35,1163533,0,FACT,0.033741368487131274,3.8535491419656793,0.01170046801872075,75.36703016824654,,0.03834140514640927,0.03834140514640927
2023-01-23,48.54,49.01,48.54,48.77,2703249,0,GOLDBEES,0.00020508613617731264,25.13917525773196,0.5154639175257731,25.13917525773196,2023-01,0.2501256032021488,0.2501256032021488
2023-01-23,499.45,506.1,484.05,492.25,399180,0,GRSE,-0.006759483454398807,3.745054777845405,0.007608034083992697,75.36703016824654,,0.037261925887785985,0.037261925887785985
2023-01-23,287.95,289.7,285.2,287.9,552419,0,INDIANB,0.003485535029627007,3.7532591691291497,0.013036676516600036,75.36703016824654,,0.03734355658162197,0.03734355658162197
2023-01-23,33.4,33.65,32.65,32.85,47560769,0,IRFC,-0.007552870090634434,3.7672018348623855,0.1146788990825688,75.36703016824654,,0.03748228100837893,0.03748228100837893
2023-01-23,55.6,55.95,54.0,54.35,4280243,0,J&KBANK,-0.015398550724637694,3.6297862867319677,0.06678539626001781,75.36703016824654,,0.036115046542128756,0.036115046542128756
2023-01-23,602.0,609.7,601.6,603.9,1682585,0,JINDALSTEL,0.004658126767592696,3.865537253563198,0.006400955876077494,75.36703016824654,,0.03846068247407983,0.03846068247407983
2023-01-23,259.8,259.8,247.0,257.7,1852476,0,JSL,0.008807985907222537,3.9597418561770126,0.015365703749231715,75.36703016824654,,0.03939798382989705,0.03939798382989705
2023-01-23,88.3,91.4,84.4,90.4,11143648,0,KARURVYSYA,0.03196347031963476,3.7687604224569196,0.04168982768204558,75.36703016824654,,0.03749778838514167,0.03749778838514167
2023-01-23,324.85,334.9,323.6,329.55,276636,0,KIRLOSENG,0.021860465116279038,3.919481446241674,0.011893434823977164,75.36703016824654,,0.038997407469813596,0.038997407469813596
2023-01-23,31.45,31.7,30.65,30.9,16737091,0,MAHABANK,-0.012779552715655007,3.62109375,0.1171875,75.36703016824654,,0.036028558979543684,0.036028558979543684
2023-01-23,386.25,392.9,384.0,386.75,3994272,0,MAZDOCK,0.007948918425853657,3.7822727865432264,0.009779632285826054,75.36703016824654,,0.03763223146782534,0.03763223146782534
2023-01-23,57.25,57.5,56.6,56.8,48030932,0,PNB,-0.0026338893766463256,3.688311688311688,0.06493506493506493,75.36703016824654,,0.03669735289158918,0.03669735289158918
2023-01-23,222.35,231.4,221.15,231.4,970543,0,TITAGARH,0.0499092558983667,4.016431381624623,0.017357093265447814,75.36703016824654,,0.03996202388301956,0.03996202388301956
2023-01-23,31.05,31.15,30.35,30.5,11726505,0,UCOBANK,-0.011345218800648316,3.6080441640378553,0.11829652996845426,75.36703016824654,,0.03589872037000872,0.03589872037000872
2023-01-23,82.6,83.45,80.9,81.5,11880967,0,UNIONBANK,0.003076923076922977,3.752302025782689,0.04604051565377532,75.36703016824654,,0.03733403335524601,0.03733403335524601
2023-01-24,3347.05,3405.85,3330.1,3341.75,1563667,0,ADANIENT,0.0016485575121767404,3.546651902585365,0.0010613157485106202,74.25550626702326,,0.03565662357196222,0.03565662357196222
2023-01-24,935.0,935.0,903.75,910.2,18527897,0,AXISBANK,-0.024123512383403045,3.7193527296502125,0.004086302713305002,74.25550626702326,,0.037392888801918656,0.037392888801918656
2023-01-24,181.0,182.1,177.55,177.95,15302459,0,BANKBARODA,-0.01440044309055677,3.670585808580858,0.020627062706270627,74.25550626702326,,0.03690260562919848,0.03690260562919848
2023-01-24,80.35,80.7,78.2,78.55,11680665,0,BHEL,-0.02057356608478811,3.6912593984962405,0.04699248120300752,74.25550626702326,,0.03711044965611203,0.03711044965611203
2023-01-24,64.85,65.6,63.6,64.05,42215215,0,CANBK,-0.008513931888544879,3.758802816901408,0.05868544600938967,74.25550626702326,,0.03778950424364598,0.03778950424364598
2023-01-24,331.4,333.4,320.1,322.3,501489,0,FACT,-0.02140579930165476,3.771060842433698,0.01170046801872075,74.25550626702326,,0.03791274154297658,0.03791274154297658
2023-01-24,49.24,49.27,48.86,48.91,4267976,0,GOLDBEES,0.002870617182694213,25.211340206185568,0.5154639175257731,25.211340206185568,2023-01,0.2534647583602259,0.2534647583602259
2023-01-24,486.5,500.8,483.55,487.65,387119,0,GRSE,-0.009344845099035104,3.7100578210590385,0.007608034083992697,74.25550626702326,,0.03729944149841258,0.03729944149841258
2023-01-24,288.2,292.85,288.2,290.15,857419,0,INDIANB,0.007815213615838923,3.7825916912915,0.013036676516600036,74.25550626702326,,0.03802866809807158,0.03802866809807158
2023-01-24,32.9,33.35,32.4,32.6,34050557,0,IRFC,-0.007610350076103556,3.738532110091743,0.1146788990825688,74.25550626702326,,0.03758571064277893,0.03758571064277893
2023-01-24,57.0,57.2,55.15,55.75,14673275,0,J&KBANK,0.02575896964121438,3.7232858414959926,0.06678539626001781,74.25550626702326,,0.037432430739611826,0.037432430739611826
2023-01-24,605.1,606.75,596.8,598.7,1364272,0,JINDALSTEL,-0.00861069713528717,3.8322522830075956,0.006400955876077494,74.25550626702326,,0.03852793587901476,0.03852793587901476
2023-01-24,255.25,258.7,251.1,256.95,1087314,0,JSL,-0.0029103608847497187,3.948217578365089,0.015365703749231715,74.25550626702326,,0.03969380470334437,0.03969380470334437
2023-01-24,91.15,91.6,88.75,90.4,7375170,0,KARURVYSYA,0.0,3.7687604224569196,0.04168982768204558,74.25550626702326,,0.03788961403810089,0.03788961403810089
2023-01-24,332.0,333.0,311.65,314.2,405697,0,KIRLOSENG,-0.04657866788044307,3.7369172216936244,0.011893434823977164,74.25550626702326,,0.03756947519895641,0.03756947519895641
2023-01-24,31.0,31.15,29.3,29.65,17111252,0,MAHABANK,-0.04045307443365698,3.474609375,0.1171875,74.25550626702326,,0.03493233673529479,0.03493233673529479
2023-01-24,388.0,388.55,377.25,379.2,1936456,0,MAZDOCK,-0.019521654815772504,3.708436562785239,0.009779632285826054,74.25550626702326,,0.03728314201440073,0.03728314201440073
2023-01-24,57.0,57.35,55.3,55.5,51548951,0,PNB,-0.022887323943661886,3.6038961038961044,0.06493506493506493,74.25550626702326,,0.036232133938887925,0.036232133938887925
2023-01-24,235.0,239.85,222.0,223.15,910807,0,TITAGARH,-0.03565254969749354,3.873235362184678,0.017357093265447814,74.25550626702326,,0.038939963410098914,0.038939963410098914
2023-01-24,30.7,30.7,29.25,29.45,22754199,0,UCOBANK,-0.03442622950819674,3.483832807570978,0.11829652996845426,74.25550626702326,,0.035025065447403525,0.035025065447403525
2023-01-24,81.8,82.35,80.25,80.65,9090900,0,UNIONBANK,-0.010429447852760676,3.7131675874769803,0.04604051565377532,74.25550626702326,,0.03733070584958289,0.03733070584958289
2023-01-25,3322.35,3328.15,3218.45,3290.25,3797032,0,ADANIENT,-0.015411087005311574,3.491994141537068,0.0010613157485106202,73.2355651596503,,0.03549871755494056,0.03549871755494056
2023-01-25,905.0,907.45,884.2,892.35,11921748,0,AXISBANK,-0.019611074489123248,3.646412226217718,0.004086302713305002,73.2355651596503,,0.037068492231320874,0.037068492231320874
2023-01-25,178.4,178.6,166.35,169.75,42652626,0,BANKBARODA,-0.04608035965158741,3.501443894389439,0.020627062706270627,73.2355651596503,,0.03559478132076425,0.03559478132076425
2023-01-25,78.5,78.6,76.25,76.7,12122314,0,BHEL,-0.02355187778485035,3.604323308270677,0.04699248120300752,73.2355651596503,,0.036640627077533,0.036640627077533
2023-01-25,64.2,64.2,60.45,61.2,69401075,0,CANBK,-0.04449648711943788,3.5915492957746475,0.05868544600938967,73.2355651596503,,0.03651076974007475,0.03651076974007475
2023-01-25,323.4,327.5,309.0,312.05,522770,0,FACT,-0.03180266832143963,3.6511310452418106,0.01170046801872075,73.2355651596503,,0.03711646253623536,0.03711646253623536
2023-01-25,49.21,49.21,48.72,48.76,2684878,0,GOLDBEES,-0.003066857493355113,25.1340206185567,0.5154639175257731,25.1340206185567,2023-01,0.25550601255174693,0.25550601255174693
2023-01-25,486.0,498.9,476.0,487.4,484355,0,GRSE,-0.0005126627704296061,3.70815581253804,0.007608034083992697,73.2355651596503,,0.03769616170692011,0.03769616170692011
2023-01-25,292.4,293.5,282.6,292.15,2311405,0,INDIANB,0.006892986386351829,3.8086650443247,0.013036676516600036,73.2355651596503,,0.03871791279991828,0.03871791279991828
2023-01-25,32.6,32.85,31.75,31.95,29120299,0,IRFC,-0.019938650306748573,3.663990825688073,0.1146788990825688,73.2355651596503,,0.037247191768696064,0.037247191768696064
2023-01-25,55.35,58.4,55.35,56.35,11913112,0,J&KBANK,0.010762331838565009,3.7633570792520037,0.06678539626001781,73.2355651596503,,0.038257323637991225,0.038257323637991225
2023-01-25,598.0,603.0,590.1,595.35,1796224,0,JINDALSTEL,-0.005595456823116796,3.810809080822736,0.006400955876077494,73.2355651596503,,0.038739708525508405,0.038739708525508405
2023-01-25,253.2,262.95,253.2,257.85,950307,0,JSL,0.003502626970227851,3.962046711739398,0.015365703749231715,73.2355651596503,,0.04027715152397397,0.04027715152397397
2023-01-25,90.65,95.0,90.4,91.45,14103924,0,KARURVYSYA,0.011615044247787587,3.8125347415230673,0.04168982768204558,73.2355651596503,,0.03875725114995558,0.03875725114995558
2023-01-25,316.0,316.8,300.85,307.95,253987,0,KIRLOSENG,-0.019891788669637145,3.6625832540437675,0.011893434823977164,73.2355651596503,,0.03723288275607626,0.03723288275607626
2023-01-25,29.6,30.1,29.1,29.45,24251563,0,MAHABANK,-0.006745362563237767,3.451171875,0.1171875,73.2355651596503,,0.03508372885478369,0.03508372885478369
2023-01-25,376.1,377.9,367.15,369.05,2176862,0,MAZDOCK,-0.026766877637130704,3.6091732950841053,0.009779632285826054,73.2355651596503,,0.036689930800579716,0.036689930800579716
2023-01-25,55.45,55.55,53.15,53.7,83514024,0,PNB,-0.032432432432432434,3.4870129870129873,0.06493506493506493,73.2355651596503,,0.0354480804145615,0.0354480804145615
2023-01-25,223.6,225.9,216.25,220.15,424642,0,TITAGARH,-0.01344387183508855,3.8211640823883344,0.017357093265447814,73.2355651596503,,0.03884497481776408,0.03884497481776408
2023-01-25,30.2,30.75,29.65,30.25,34130020,0,UCOBANK,0.02716468590831922,3.578470031545742,0.11829652996845426,73.2355651596503,,0.036377809291726466,0.036377809291726466
2023-01-25,80.45,80.45,77.5,78.4,11152007,0,UNIONBANK,-0.027898326100433968,3.609576427255986,0.04604051565377532,73.2355651596503,,0.036694028938928994,0.036694028938928994
2023-01-27,3237.85,3249.05,2633.0,2681.0,15207299,0,ADANIENT,-0.18516830028113362,2.845387521756973,0.0010613157485106202,70.01312156205435,,0.029901888692175617,0.029901888692175617
2023-01-27,892.35,892.5,851.0,873.75,17300736,0,AXISBANK,-0.020843839300722866,3.570406995750245,0.004086302713305002,70.01312156205435,,0.03752104476326849,0.03752104476326849
2023-01-27,170.6,170.6,156.1,157.25,46482837,0,BANKBARODA,-0.07363770250368185,3.2436056105610565,0.020627062706270627,70.01312156205435,,0.03408672217288125,0.03408672217288125
2023-01-27,76.7,77.2,71.65,73.25,24286328,0,BHEL,-0.04498044328552808,3.4421992481203008,0.04699248120300752,70.01312156205435,,0.03617372255503095,0.03617372255503095
2023-01-27,61.55,61.55,57.2,58.2,77590380,0,CANBK,-0.0490196078431373,3.4154929577464785,0.05868544600938967,70.01312156205435,,0.035893068859872465,0.035893068859872465
2023-01-27,314.0,322.0,296.45,296.55,524795,0,FACT,-0.049671526998878335,3.4697737909516393,0.01170046801872075,70.01312156205435,,0.036463500627147885,0.036463500627147885
2023-01-27,48.9,48.9,48.55,48.78,4045147,0,GOLDBEES,0.00041017227235440323,25.14432989690722,0.5154639175257731,25.14432989690722,2023-01,0.2642392110275377,0.2642392110275377
2023-01-27,488.0,498.45,476.0,486.9,482475,0,GRSE,-0.0010258514567090815,3.7043517954960437,0.007608034083992697,70.01312156205435,,0.03892865706994701,0.03892865706994701
2023-01-27,293.5,293.5,277.5,282.35,1802029,0,INDIANB,-0.03354441211706305,3.6809056144620196,0.013036676516600036,70.01312156205435,,0.03868226353297702,0.03868226353297702
2023-01-27,32.15,32.3,30.45,31.3,34619490,0,IRFC,-0.020344287949921713,3.5894495412844036,0.1146788990825688,70.01312156205435,,0.037721160941688536,0.037721160941688536
2023-01-27,56.35,56.55,50.8,52.25,10785791,0,J&KBANK,-0.07275953859804796,3.4895369545859305,0.06678539626001781,70.01312156205435,,0.036671189708047815,0.036671189708047815
2023-01-27,596.0,600.0,576.1,588.15,2095603,0,JINDALSTEL,-0.012093726379440728,3.7647221985149777,0.006400955876077494,70.01312156205435,,0.03956308350837438,0.03956308350837438
2023-01-27,256.5,262.0,230.2,257.05,1893727,0,JSL,-0.0031025790188093927,3.9497541487400127,0.015365703749231715,70.01312156205435,,0.0415075654946835,0.0415075654946835
