Ticker,Momentum,Rank_Mom,Group_Rank_1_to_100,Score,FIP,Close,Positive,Negative
ALKEM,1.7522714630076042,168.0,34.0,67.0,-0.8196721311475414,5487.5,50.0,49.18032786885246
ELGIEQUIP,1.7471128220313714,169.0,34.0,67.0,14.754098360655739,515.4,42.62295081967213,57.377049180327866
GSPL,1.5676567656765616,170.0,34.0,67.0,12.295081967213115,307.75,43.44262295081967,55.73770491803278
DRREDDY,1.5015256142604683,171.0,35.0,66.0,-6.5573770491803245,1264.1,53.278688524590166,46.72131147540984
ICICIPRULI,1.2657226485246476,172.0,35.0,66.0,1.639344262295083,640.05,49.18032786885246,50.81967213114754
CAMPUS,1.2167727442905285,173.0,35.0,66.0,-0.8196721311475414,270.35,49.18032786885246,48.36065573770492
SAILIFE,1.092026559841952,174.0,35.0,66.0,-4.918032786885249,921.1,52.459016393442624,47.540983606557376
GRASIM,1.0122517365352968,175.0,35.0,66.0,-3.278688524590166,2893.9,51.63934426229508,48.36065573770492
AKUMS,0.8949942761993901,176.0,36.0,65.0,5.737704918032783,484.75,46.72131147540984,52.459016393442624
PFC,0.8676251859196737,177.0,36.0,65.0,1.639344262295083,406.9,49.18032786885246,50.81967213114754
CENTRALBK,0.7383100902379036,178.0,36.0,65.0,6.5573770491803245,36.84,46.72131147540984,53.278688524590166
RELIANCE,0.5095541401273884,179.0,36.0,65.0,-4.098360655737707,1420.2,51.63934426229508,47.540983606557376
NSLNISP,0.44932601098353064,180.0,36.0,65.0,11.475409836065573,40.24,44.26229508196721,55.73770491803278
SIEMENS,0.27574403346963816,181.0,37.0,64.0,-8.196721311475414,3163.8,54.09836065573771,45.90163934426229
ULTRACEMCO,0.1864222463880738,182.0,37.0,64.0,4.918032786885249,12898.0,47.540983606557376,52.459016393442624
ASTERDM,-0.08949637946463751,183.0,37.0,64.0,,614.0,48.36065573770492,51.63934426229508
GICRE,-0.27128278000259076,184.0,37.0,64.0,,386.0,42.62295081967213,57.377049180327866
NH,-0.32624653363058087,185.0,37.0,64.0,,1833.1,40.98360655737705,59.01639344262295
ANANTRAJ,-0.35286470424368277,186.0,38.0,63.0,,536.55,47.540983606557376,51.63934426229508
MRF,-0.4536595201290461,187.0,38.0,63.0,,148115.0,40.16393442622951,59.01639344262295
MSUMI,-0.4897388059701524,188.0,38.0,63.0,,42.67,41.80327868852459,58.19672131147541
UNOMINDA,-0.591188856494973,189.0,38.0,63.0,,1227.5,48.36065573770492,51.63934426229508
TBOTEK,-0.6743869209809294,190.0,38.0,63.0,,1458.1,50.81967213114754,49.18032786885246
RADICO,-0.7199576495500293,191.0,39.0,62.0,,2813.1,51.63934426229508,48.36065573770492
TATACOMM,-0.7415511791879381,192.0,39.0,62.0,,1633.0,49.18032786885246,50.0
JSL,-0.83654663093915,193.0,39.0,62.0,,758.65,55.73770491803278,43.44262295081967
HDFCAMC,-0.8739819598914012,194.0,39.0,62.0,,2829.8,48.36065573770492,50.81967213114754
ADANIGREEN,-0.9631640965213517,195.0,39.0,62.0,,966.55,46.72131147540984,53.278688524590166
TECHM,-1.0235548848500642,196.0,40.0,61.0,,1508.5,53.278688524590166,45.90163934426229
SIGNATURE,-1.0368043087971235,197.0,40.0,61.0,,1102.45,47.540983606557376,52.459016393442624
ABSLAMC,-1.2863913337847088,198.0,40.0,61.0,,874.8,45.90163934426229,53.278688524590166
SOBHA,-1.501062699256106,199.0,40.0,61.0,,1483.0,42.62295081967213,57.377049180327866
WAAREEENER,-1.792797080755193,200.0,40.0,61.0,,3095.0,45.90163934426229,54.09836065573771
ICICIBANK,-1.83838948692856,201.0,41.0,60.0,,1404.3,44.26229508196721,55.73770491803278
BLUEDART,-1.9863013698630083,202.0,41.0,60.0,,5724.0,42.62295081967213,57.377049180327866
LTIM,-2.0364829649647698,203.0,41.0,60.0,,5075.0,48.36065573770492,51.63934426229508
SUNTV,-2.068608860541288,204.0,41.0,60.0,,568.1,40.98360655737705,58.19672131147541
ESCORTS,-2.1934059870326927,205.0,41.0,60.0,,3545.0,40.16393442622951,59.83606557377049
RKFORGE,-2.288150339307482,206.0,42.0,59.0,,561.55,43.44262295081967,56.557377049180324
FLUOROCHEM,-2.381927781354254,207.0,42.0,59.0,,3336.0,45.08196721311475,54.91803278688525
EMCURE,-2.5589896975739435,208.0,42.0,59.0,,1466.0,46.72131147540984,53.278688524590166
GUJGASLTD,-2.6376677464136966,209.0,42.0,59.0,,420.8,44.26229508196721,55.73770491803278
J&KBANK,-2.7615303480678977,210.0,42.0,59.0,,101.41,48.36065573770492,51.63934426229508
NEULANDLAB,-2.7824435843131545,211.0,43.0,58.0,,13312.0,40.16393442622951,59.83606557377049
GODREJCP,-2.855080599887727,212.0,43.0,58.0,,1211.3,50.81967213114754,49.18032786885246
ICICIGI,-2.9667259334518747,213.0,43.0,58.0,,1910.1,48.36065573770492,51.63934426229508
HCLTECH,-3.008021390374327,214.0,43.0,58.0,,1451.0,52.459016393442624,47.540983606557376
MMTC,-3.130248892960752,215.0,43.0,58.0,,63.44,43.44262295081967,55.73770491803278
SCHAEFFLER,-3.324491600353663,216.0,44.0,57.0,,3826.9,49.18032786885246,50.81967213114754
SCHNEIDER,-3.3301560824496534,217.0,44.0,57.0,,811.35,43.44262295081967,56.557377049180324
VIJAYA,-3.3403927608779305,218.0,44.0,57.0,,1004.1,45.08196721311475,54.91803278688525
TATAPOWER,-3.3414415567789013,219.0,44.0,57.0,,377.5,49.18032786885246,50.81967213114754
SRF,-3.4334176868887067,220.0,44.0,57.0,,2823.8,48.36065573770492,51.63934426229508
HSCL,-3.5071189279731962,221.0,45.0,56.0,,460.85,45.90163934426229,54.09836065573771
BBTC,-3.5741078126674597,222.0,45.0,56.0,,1799.5,45.08196721311475,54.09836065573771
FINCABLES,-3.6072623029144824,223.0,45.0,56.0,,807.0,45.08196721311475,54.91803278688525
PIDILITIND,-3.708746677040786,224.0,45.0,56.0,,1485.1,46.72131147540984,52.459016393442624
DABUR,-3.831775700934581,225.0,45.0,56.0,,514.5,44.26229508196721,54.91803278688525
BANDHANBNK,-3.9476704154234543,226.0,46.0,55.0,,167.4,44.26229508196721,54.09836065573771
ITI,-3.9640860579366444,227.0,46.0,55.0,,283.45,40.98360655737705,59.01639344262295
UCOBANK,-4.065596173556552,228.0,46.0,55.0,,28.08,43.44262295081967,56.557377049180324
ABFRL,-4.248623131392614,229.0,46.0,55.0,,73.02,42.62295081967213,57.377049180327866
APOLLOHOSP,-4.294050488392742,230.0,46.0,55.0,,7544.5,43.44262295081967,56.557377049180324
PVRINOX,-4.351626109756657,231.0,47.0,54.0,,1039.65,43.44262295081967,56.557377049180324
JSWHL,-4.421562689279224,232.0,47.0,54.0,,17358.0,47.540983606557376,52.459016393442624
